Word,Subt_freq,Film_freq,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS,PoS_freqs,Verb_freq
unpick,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,2.0,1.0,verb,2,2
unsaddle,3,2,1,1,0.06,0.6021,0.02,0.4771,verb,2.0,1.0,verb,2,2
unscrambles,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,2.0,1.0,verb,2,2
unsealing,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,2.0,1.0,verb,2,2
unsex,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,2.0,1.0,verb,2,2
unshackle,2,1,0,0,0.04,0.4771,0.01,0.301,verb,2.0,1.0,verb,2,2
unshrink,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,2.0,1.0,verb,2,2
vichyssoise,12,12,11,11,0.24,1.1139,0.14,1.1139,noun,10.0,0.83,noun.verb,10.2,2
vulcanise,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,2.0,1.0,verb,2,2
weli,1993,146,1,1,39.08,3.2997,1.74,2.1673,noun,1930.0,0.98,noun.name.verb,1930.46.2,2
weskit,3,1,3,1,0.06,0.6021,0.01,0.301,verb,2.0,0.67,verb.noun,2.1,2
whatshername,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,verb,2.0,0.5,verb.noun,2.2,2
whoof,2,2,0,0,0.04,0.4771,0.02,0.4771,verb,2.0,1.0,verb,2,2
wickiup,14,2,13,2,0.27,1.1761,0.02,0.4771,noun,12.0,0.86,noun.verb,12.2,2
wildwind,27,1,0,0,0.53,1.4472,0.01,0.301,name,16.0,0.59,name.noun.verb,16.9.2,2
winkling,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,2.0,1.0,verb,2,2
wising,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,2.0,1.0,verb,2,2
womanish,7,6,7,6,0.14,0.9031,0.07,0.8451,adjective,5.0,0.71,adjective.verb,5.2,2
woolgathering,3,3,3,3,0.06,0.6021,0.04,0.6021,verb,2.0,0.67,verb.adjective,2.1,2
workups,7,7,7,7,0.14,0.9031,0.08,0.9031,noun,5.0,0.71,noun.verb,5.2,2
yacking,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,2.0,1.0,verb,2,2
yellowbellied,2,1,2,1,0.04,0.4771,0.01,0.301,verb,2.0,1.0,verb,2,2
yipe,2,2,0,0,0.04,0.4771,0.02,0.4771,verb,2.0,1.0,verb,2,2
zagged,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,2.0,1.0,verb,2,2
aahed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
aarrgh,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
abominate,3,2,3,2,0.06,0.6021,0.02,0.4771,verb,1.0,0.33,verb.noun.adjective,1.1.1,1
aborning,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
abraid,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
absconders,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
absit,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
acclaims,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
acclimates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
accosts,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
acidizing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
actualised,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
addling,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
adulterating,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
adulterize,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
adust,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
agglutinate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
aggressed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
agnate,5,1,5,1,0.1,0.7782,0.01,0.301,noun,3.0,0.6,noun.verb.adjective,3.1.1,1
ahorse,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
ajoint,3,3,2,2,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
alchemize,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
alkalinize,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
alkalize,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
alphabetising,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
americanizing,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
amnestied,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
anaesthetise,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
anaesthetize,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
anaesthetizes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
anastomose,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
anastomosed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
anatomise,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
anesthetizing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
anteflexed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
anteing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
anteverted,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
anthropomorphise,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
apaid,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
appalls,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
apparelled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
appeases,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
applicate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
apterygote,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
argufying,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
arraigning,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
arrogates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
arsing,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
ashed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
asperse,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
asphyxiates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
asport,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
asseth,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
athing,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
atrophies,3,3,3,3,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
attercop,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
avouch,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
avouches,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
awing,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
babish,5,1,0,0,0.1,0.7782,0.01,0.301,noun,4.0,0.8,noun.verb,4.1,1
backcast,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
backhanders,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
backslaps,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
backstairs,10,8,10,8,0.2,1.0414,0.1,0.9542,noun,9.0,0.9,noun.verb,9.1,1
backstroking,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
backwashed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
badasses,4,3,4,3,0.08,0.6990000000000001,0.04,0.6021,noun,3.0,0.75,noun.verb,3.1,1
badinage,3,3,3,3,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
badmash,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
badmouthed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
baft,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bamboozling,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bandoleer,3,2,2,1,0.06,0.6021,0.02,0.4771,verb,1.0,0.33,verb.noun.name,1.1.1,1
bangled,2,1,2,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.adjective,1.1,1
banters,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
barbicels,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
barflies,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
barhop,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
barnstormed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bastardize,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bearding,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
beared,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
beauts,8,8,8,8,0.16,0.9542,0.1,0.9542,noun,7.0,0.88,noun.verb,7.1,1
beavering,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
becloud,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bedaubing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bedim,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bedspring,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
befuddling,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
beggared,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
begnaw,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
begrimed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
begrudges,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
behooved,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
belowdecks,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
bemete,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
benumbs,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bepaint,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bereaving,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bescreened,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
besieges,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
besmeared,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
besmirching,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bespattered,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bespeaking,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bestriding,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
betides,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
betokens,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
betted,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
beweep,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bewept,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bewitches,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bighearted,5,4,3,3,0.1,0.7782,0.05,0.6990000000000001,adjective,5.0,0.83,adjective.verb,5.1,1
bilks,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
binucleated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
blackeyes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
blackhearted,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
blandish,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
blatted,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
blipping,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
blitzkrieging,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
blooding,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
blowtorched,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
blubs,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bludge,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
blusters,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bobtailed,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
bodysurfed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bohunk,9,5,9,5,0.18,1.0,0.06,0.7782,noun,8.0,0.89,noun.verb,8.1,1
bollix,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
bombinating,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bombsight,7,4,7,4,0.14,0.9031,0.05,0.6990000000000001,noun,6.0,0.86,noun.verb,6.1,1
bonesetter,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bonged,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
boogieing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
boohooing,3,3,3,3,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
boondoggled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
boondoggling,3,1,3,1,0.06,0.6021,0.01,0.301,verb,1.0,0.33,verb.noun.adjective,1.1.1,1
boozed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
braining,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
braises,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
brandying,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bravoed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
breadlines,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
breathalyse,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
breeched,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
brickbat,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
brigaded,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
brigandage,2,1,0,0,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.name,1.1,1
broadsided,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
brucine,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
brummagem,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
brutalise,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
brutalizes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bucketing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
buckwheats,13,1,7,1,0.25,1.1461,0.01,0.301,noun,12.0,0.92,noun.verb,12.1,1
bulldogging,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
bullshits,3,3,3,3,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
bullwhipped,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bullyrag,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bullyragging,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bunging,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
bunkmate,11,10,11,10,0.22,1.0792,0.12,1.0414,noun,10.0,0.91,noun.verb,10.1,1
burbles,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
burglarproof,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
burked,3,3,0,0,0.06,0.6021,0.04,0.6021,verb,1.0,0.5,verb.adjective,1.1,1
butat,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
buttonholed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cabbing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cacked,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cadge,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
calcify,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
calcimined,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
camarade,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
camay,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cancered,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cannonballed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cantatrice,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
canvasing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
capsulized,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
caramelizing,2,1,2,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.adjective,1.1,1
caricaturing,3,2,3,2,0.06,0.6021,0.02,0.4771,noun,2.0,0.67,noun.verb,2.1,1
caried,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
caroled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
carolling,3,2,3,2,0.06,0.6021,0.02,0.4771,noun,2.0,0.67,noun.verb,2.1,1
caromed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
caroused,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
carpentering,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
carpetbag,3,2,3,2,0.06,0.6021,0.02,0.4771,noun,2.0,0.67,noun.verb,2.1,1
carpetbagging,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cartograph,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cartooned,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cartwheeled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cartwheeling,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
castoff,3,3,3,3,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
catabolizing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
catting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cauch,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
caucused,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cauterising,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cavitating,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cerebrate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
chainsawing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
chaperons,3,3,2,2,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
charioteers,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
chastens,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cheapish,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cheeking,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
chickenhearted,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
chilidogs,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
chinked,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
chirrup,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
chitchatted,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
chlorinating,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
chloroforming,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
choiring,3,2,3,2,0.06,0.6021,0.02,0.4771,verb,1.0,0.33,verb.noun.adjective,1.1.1,1
choppering,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
chorusing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
choule,16,1,0,0,0.31,1.2304,0.01,0.301,name,13.0,0.93,name.verb,13.1,1
chuffs,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
churching,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
chuted,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cisalpine,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
civilizes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
clacked,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
clagging,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cleanish,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
clept,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
clodpoll,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
clomps,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
clopping,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
clouted,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
clowned,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
clueing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
clunked,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,2.0,0.67,adjective.verb,2.1,1
coaled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
coauthoring,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cogitating,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cohosting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
coiffing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
colludes,3,1,1,1,0.06,0.6021,0.01,0.301,name,2.0,0.67,name.verb,2.1,1
colourised,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
combatted,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
combusts,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
comfit,3,3,3,3,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
commensurating,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
commentate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
commercialises,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
communizing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
compactify,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
computerise,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
concentred,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
concertized,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
concuss,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
condoled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
configurating,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
congeals,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
connives,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
conscripting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
consumated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
consummates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
contemporize,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
