Word,Subt_freq,Film_freq,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS,PoS_freqs,Noun_freq
wisenheimer,12,12,8,8,0.24,1.1139,0.14,1.1139,noun,8.0,0.67,noun.name,8.4,8
wowser,8,2,0,0,0.16,0.9542,0.02,0.4771,noun,8.0,1.0,noun,8,8
amidship,7,4,7,4,0.14,0.9031,0.05,0.6990000000000001,noun,7.0,1.0,noun,7,7
bazoo,8,5,7,5,0.16,0.9542,0.06,0.7782,noun,7.0,0.88,noun.name,7.1,7
beauts,8,8,8,8,0.16,0.9542,0.1,0.9542,noun,7.0,0.88,noun.verb,7.1,7
bhisti,7,2,6,2,0.14,0.9031,0.02,0.4771,noun,7.0,1.0,noun,7,7
birdcalls,7,7,6,6,0.14,0.9031,0.08,0.9031,noun,7.0,1.0,noun,7,7
birdmen,7,3,3,1,0.14,0.9031,0.04,0.6021,noun,7.0,1.0,noun,7,7
bonanzas,7,3,1,1,0.14,0.9031,0.04,0.6021,noun,7.0,1.0,noun,7,7
chairlady,7,5,7,5,0.14,0.9031,0.06,0.7782,noun,7.0,1.0,noun,7,7
chickies,10,9,10,9,0.2,1.0414,0.11,1.0,noun,7.0,0.7,noun.verb,7.3,7
chippies,7,5,7,5,0.14,0.9031,0.06,0.7782,noun,7.0,1.0,noun,7,7
cholos,7,7,6,6,0.14,0.9031,0.08,0.9031,noun,7.0,1.0,noun,7,7
couth,7,6,7,6,0.14,0.9031,0.07,0.8451,noun,7.0,1.0,noun,7,7
crackup,7,6,7,6,0.14,0.9031,0.07,0.8451,noun,7.0,1.0,noun,7,7
crucifixions,7,5,7,5,0.14,0.9031,0.06,0.7782,noun,7.0,1.0,noun,7,7
disintegrator,7,5,7,5,0.14,0.9031,0.06,0.7782,noun,7.0,1.0,noun,7,7
disinvite,7,5,7,5,0.14,0.9031,0.06,0.7782,noun,7.0,1.0,noun,7,7
dogies,7,7,7,7,0.14,0.9031,0.08,0.9031,noun,7.0,1.0,noun,7,7
donkeyman,8,2,1,1,0.16,0.9542,0.02,0.4771,noun,7.0,0.88,noun.name,7.1,7
ectopy,7,7,6,6,0.14,0.9031,0.08,0.9031,noun,7.0,1.0,noun,7,7
fiances,3,3,3,3,0.06,0.6021,0.04,0.6021,noun,7.0,1.0,noun,7,7
fishwife,7,7,7,7,0.14,0.9031,0.08,0.9031,noun,7.0,1.0,noun,7,7
floozie,7,5,7,5,0.14,0.9031,0.06,0.7782,noun,7.0,1.0,noun,7,7
footsies,8,8,6,6,0.16,0.9542,0.1,0.9542,noun,7.0,1.0,noun,7,7
frapp,1,1,1,1,0.02,0.301,0.01,0.301,noun,7.0,1.0,noun,7,7
frogmen,8,5,8,5,0.16,0.9542,0.06,0.7782,noun,7.0,1.0,noun,7,7
gallbladders,7,5,7,5,0.14,0.9031,0.06,0.7782,noun,7.0,1.0,noun,7,7
goldbrick,9,8,9,8,0.18,1.0,0.1,0.9542,noun,7.0,0.78,noun.verb,7.2,7
gooney,8,7,8,7,0.16,0.9542,0.08,0.9031,noun,7.0,0.88,noun.adjective,7.1,7
halloweens,7,7,0,0,0.14,0.9031,0.08,0.9031,noun,7.0,1.0,noun,7,7
hatcheck,9,8,6,5,0.18,1.0,0.1,0.9542,noun,7.0,0.78,noun.verb,7.2,7
houselights,7,7,5,5,0.14,0.9031,0.08,0.9031,noun,7.0,1.0,noun,7,7
hypos,7,7,7,7,0.14,0.9031,0.08,0.9031,noun,7.0,1.0,noun,7,7
isometrics,7,6,3,3,0.14,0.9031,0.07,0.8451,noun,7.0,1.0,noun,7,7
jigaboo,8,7,7,7,0.16,0.9542,0.08,0.9031,noun,7.0,0.88,noun.name,7.1,7
menthols,7,4,6,4,0.14,0.9031,0.05,0.6990000000000001,noun,7.0,1.0,noun,7,7
mercurochrome,13,12,1,1,0.25,1.1461,0.14,1.1139,noun,7.0,0.54,noun.name.adjective,7.5.1,7
moidores,8,1,8,1,0.16,0.9542,0.01,0.301,noun,7.0,1.0,noun,7,7
moonshee,19,3,0,0,0.37,1.301,0.04,0.6021,name,12.0,0.63,name.noun,12.7,7
mopes,20,10,9,9,0.39,1.3222,0.12,1.0414,name,8.0,0.4,name.noun.verb,8.7.5,7
muleta,7,1,7,1,0.14,0.9031,0.01,0.301,noun,7.0,1.0,noun,7,7
multimillionaires,7,5,7,5,0.14,0.9031,0.06,0.7782,noun,7.0,1.0,noun,7,7
nowheres,12,12,9,9,0.24,1.1139,0.14,1.1139,noun,7.0,0.58,noun.name.verb,7.3.2,7
numskull,8,8,8,8,0.16,0.9542,0.1,0.9542,noun,7.0,0.88,noun.verb,7.1,7
orbing,28,17,27,16,0.55,1.4624,0.2,1.2553,verb,16.0,0.57,verb.noun.adjective,16.7.5,7
outmodes,7,1,7,1,0.14,0.9031,0.01,0.301,noun,7.0,1.0,noun,7,7
pawnees,8,2,0,0,0.16,0.9542,0.02,0.4771,noun,7.0,0.88,noun.name,7.1,7
pickax,11,7,6,6,0.22,1.0792,0.08,0.9031,noun,7.0,0.64,noun.verb.name,7.2.2,7
pikers,7,6,7,6,0.14,0.9031,0.07,0.8451,noun,7.0,1.0,noun,7,7
pushovers,7,7,7,7,0.14,0.9031,0.08,0.9031,noun,7.0,1.0,noun,7,7
risqu,1,1,1,1,0.02,0.301,0.01,0.301,noun,7.0,1.0,noun,7,7
schlemiel,9,9,5,5,0.18,1.0,0.11,1.0,noun,7.0,0.78,noun.name,7.2,7
scolex,23,1,0,0,0.45,1.3802,0.01,0.301,name,14.0,0.61,name.noun.verb,14.7.2,7
screwballs,7,6,7,6,0.14,0.9031,0.07,0.8451,noun,7.0,1.0,noun,7,7
skinflint,9,8,7,7,0.18,1.0,0.1,0.9542,noun,7.0,0.78,noun.name,7.2,7
slipup,8,7,8,7,0.16,0.9542,0.08,0.9031,noun,7.0,1.0,noun,7,7
sowbelly,7,4,6,3,0.14,0.9031,0.05,0.6990000000000001,noun,7.0,1.0,noun,7,7
spitballs,7,7,7,7,0.14,0.9031,0.08,0.9031,noun,7.0,1.0,noun,7,7
stranglings,7,2,6,1,0.14,0.9031,0.02,0.4771,noun,7.0,1.0,noun,7,7
stupe,7,6,6,5,0.14,0.9031,0.07,0.8451,noun,7.0,1.0,noun,7,7
tankful,7,4,7,4,0.14,0.9031,0.05,0.6990000000000001,noun,7.0,1.0,noun,7,7
teetotaler,7,7,7,7,0.14,0.9031,0.08,0.9031,noun,7.0,1.0,noun,7,7
thingamabob,10,10,9,9,0.2,1.0414,0.12,1.0414,noun,7.0,0.7,noun.verb.name,7.2.1,7
tootles,9,4,0,0,0.18,1.0,0.05,0.6990000000000001,noun,7.0,0.78,noun.name,7.2,7
tranquillizers,6,6,6,6,0.12,0.8451,0.07,0.8451,noun,7.0,1.0,noun,7,7
trichlorethylene,7,1,7,1,0.14,0.9031,0.01,0.301,noun,7.0,1.0,noun,7,7
tuffet,7,3,7,3,0.14,0.9031,0.04,0.6021,noun,7.0,1.0,noun,7,7
welsher,9,9,7,7,0.18,1.0,0.11,1.0,noun,7.0,0.78,noun.name,7.2,7
wheezer,11,4,4,3,0.22,1.0792,0.05,0.6990000000000001,noun,7.0,0.64,noun.name,7.4,7
abalones,6,2,1,1,0.12,0.8451,0.02,0.4771,noun,6.0,1.0,noun,6,6
adrenochrome,6,2,2,2,0.12,0.8451,0.02,0.4771,noun,6.0,1.0,noun,6,6
animality,6,2,6,2,0.12,0.8451,0.02,0.4771,noun,6.0,1.0,noun,6,6
anthills,6,6,6,6,0.12,0.8451,0.07,0.8451,noun,6.0,1.0,noun,6,6
anywheres,12,12,12,12,0.24,1.1139,0.14,1.1139,verb,6.0,0.46,verb.noun.name,6.6.1,6
basketful,6,6,6,6,0.12,0.8451,0.07,0.8451,noun,6.0,1.0,noun,6,6
biotoxin,6,2,4,2,0.12,0.8451,0.02,0.4771,noun,6.0,1.0,noun,6,6
birdshot,6,4,5,4,0.12,0.8451,0.05,0.6990000000000001,noun,6.0,1.0,noun,6,6
bobwhites,6,1,6,1,0.12,0.8451,0.01,0.301,noun,6.0,1.0,noun,6,6
bombsight,7,4,7,4,0.14,0.9031,0.05,0.6990000000000001,noun,6.0,0.86,noun.verb,6.1,6
bubbies,6,3,6,3,0.12,0.8451,0.04,0.6021,noun,6.0,1.0,noun,6,6
bushwa,6,6,3,3,0.12,0.8451,0.07,0.8451,noun,6.0,1.0,noun,6,6
cabalists,6,2,6,2,0.12,0.8451,0.02,0.4771,noun,6.0,1.0,noun,6,6
catatonics,6,4,6,4,0.12,0.8451,0.05,0.6990000000000001,noun,6.0,1.0,noun,6,6
chickee,6,3,2,1,0.12,0.8451,0.04,0.6021,noun,6.0,1.0,noun,6,6
chompers,6,5,6,5,0.12,0.8451,0.06,0.7782,noun,6.0,1.0,noun,6,6
chukker,6,5,6,5,0.12,0.8451,0.06,0.7782,noun,6.0,1.0,noun,6,6
coconspirator,6,6,6,6,0.12,0.8451,0.07,0.8451,noun,6.0,1.0,noun,6,6
cornflowers,6,5,6,5,0.12,0.8451,0.06,0.7782,noun,6.0,1.0,noun,6,6
cottonmouths,6,3,6,3,0.12,0.8451,0.04,0.6021,noun,6.0,1.0,noun,6,6
cutes,6,4,6,4,0.12,0.8451,0.05,0.6990000000000001,noun,6.0,1.0,noun,6,6
cystogram,7,1,7,1,0.14,0.9031,0.01,0.301,noun,6.0,0.86,noun.verb,6.1,6
cytogeneticist,6,1,6,1,0.12,0.8451,0.01,0.301,noun,6.0,1.0,noun,6,6
duchesses,6,5,5,4,0.12,0.8451,0.06,0.7782,noun,6.0,1.0,noun,6,6
dummkopf,11,8,6,4,0.22,1.0792,0.1,0.9542,noun,6.0,0.55,noun.verb.name,6.4.1,6
ejaculator,6,3,6,3,0.12,0.8451,0.04,0.6021,noun,6.0,1.0,noun,6,6
elsewheres,6,6,6,6,0.12,0.8451,0.07,0.8451,noun,6.0,1.0,noun,6,6
feeb,6,5,6,5,0.12,0.8451,0.06,0.7782,noun,6.0,1.0,noun,6,6
floorwalker,6,4,5,3,0.12,0.8451,0.05,0.6990000000000001,noun,6.0,1.0,noun,6,6
gleba,8,1,1,1,0.16,0.9542,0.01,0.301,noun,6.0,0.75,noun.name,6.2,6
goldarn,8,8,7,7,0.16,0.9542,0.1,0.9542,noun,6.0,0.75,noun.verb,6.2,6
graveling,10,4,8,4,0.2,1.0414,0.05,0.6990000000000001,noun,6.0,0.6,noun.verb.name,6.2.2,6
guilts,6,6,5,5,0.12,0.8451,0.07,0.8451,noun,6.0,1.0,noun,6,6
gunrunner,6,6,6,6,0.12,0.8451,0.07,0.8451,noun,6.0,1.0,noun,6,6
gunrunners,6,4,6,4,0.12,0.8451,0.05,0.6990000000000001,noun,6.0,1.0,noun,6,6
guttersnipe,7,4,7,4,0.14,0.9031,0.05,0.6990000000000001,noun,6.0,0.86,noun.verb,6.1,6
hammertoes,6,2,5,2,0.12,0.8451,0.02,0.4771,noun,6.0,1.0,noun,6,6
handclap,6,1,6,1,0.12,0.8451,0.01,0.301,noun,6.0,1.0,noun,6,6
heavers,6,3,6,3,0.12,0.8451,0.04,0.6021,noun,6.0,1.0,noun,6,6
housecoat,6,6,6,6,0.12,0.8451,0.07,0.8451,noun,6.0,1.0,noun,6,6
jujubes,11,8,3,3,0.22,1.0792,0.1,0.9542,noun,6.0,0.55,noun.name,6.5,6
kieselguhr,7,1,7,1,0.14,0.9031,0.01,0.301,noun,6.0,0.86,noun.verb,6.1,6
knightess,6,1,0,0,0.12,0.8451,0.01,0.301,noun,6.0,1.0,noun,6,6
kopeck,7,5,5,4,0.14,0.9031,0.06,0.7782,noun,6.0,0.86,noun.verb,6.1,6
lazyboots,8,1,0,0,0.16,0.9542,0.01,0.301,noun,6.0,0.75,noun.verb.name,6.1.1,6
logorrhea,7,2,3,2,0.14,0.9031,0.02,0.4771,noun,6.0,0.86,noun.name,6.1,6
maidenhood,6,4,6,4,0.12,0.8451,0.05,0.6990000000000001,noun,6.0,1.0,noun,6,6
maties,6,4,5,3,0.12,0.8451,0.05,0.6990000000000001,noun,6.0,1.0,noun,6,6
meshuga,6,6,6,6,0.12,0.8451,0.07,0.8451,noun,6.0,1.0,noun,6,6
milksops,6,6,6,6,0.12,0.8451,0.07,0.8451,noun,6.0,1.0,noun,6,6
mimsey,7,1,0,0,0.14,0.9031,0.01,0.301,noun,6.0,0.86,noun.name,6.1,6
motorcades,6,4,3,3,0.12,0.8451,0.05,0.6990000000000001,noun,6.0,1.0,noun,6,6
mountebank,6,5,6,5,0.12,0.8451,0.06,0.7782,noun,6.0,1.0,noun,6,6
nerts,8,8,4,4,0.16,0.9542,0.1,0.9542,noun,6.0,0.75,noun.verb,6.2,6
newswoman,8,5,6,4,0.16,0.9542,0.06,0.7782,noun,6.0,0.75,noun.name,6.2,6
nymphomaniacs,6,5,4,4,0.12,0.8451,0.06,0.7782,noun,6.0,1.0,noun,6,6
oilcan,6,2,5,2,0.12,0.8451,0.02,0.4771,noun,6.0,1.0,noun,6,6
pantywaist,6,6,5,5,0.12,0.8451,0.07,0.8451,noun,6.0,1.0,noun,6,6
peepy,6,2,6,2,0.12,0.8451,0.02,0.4771,noun,6.0,1.0,noun,6,6
pepperonis,6,6,6,6,0.12,0.8451,0.07,0.8451,noun,6.0,1.0,noun,6,6
phrenologist,6,2,6,2,0.12,0.8451,0.02,0.4771,noun,6.0,1.0,noun,6,6
pickaninny,7,6,7,6,0.14,0.9031,0.07,0.8451,noun,6.0,0.86,noun.adjective,6.1,6
pimientos,6,2,6,2,0.12,0.8451,0.02,0.4771,noun,6.0,1.0,noun,6,6
pitchblende,6,2,5,1,0.12,0.8451,0.02,0.4771,noun,6.0,1.0,noun,6,6
pithecanthropus,8,2,0,0,0.16,0.9542,0.02,0.4771,noun,6.0,0.75,noun.name,6.2,6
prenups,7,6,6,5,0.14,0.9031,0.07,0.8451,noun,6.0,0.86,noun.name,6.1,6
ptomaine,7,5,7,5,0.14,0.9031,0.06,0.7782,noun,6.0,0.86,noun.verb,6.1,6
quicksands,6,2,1,1,0.12,0.8451,0.02,0.4771,noun,6.0,1.0,noun,6,6
ramson,22,2,1,1,0.43,1.3617,0.02,0.4771,name,16.0,0.73,name.noun,16.6,6
ratcher,19,1,0,0,0.37,1.301,0.01,0.301,name,13.0,0.68,name.noun,13.6,6
reshot,6,4,6,4,0.12,0.8451,0.05,0.6990000000000001,noun,6.0,1.0,noun,6,6
sackful,6,4,6,4,0.12,0.8451,0.05,0.6990000000000001,noun,6.0,1.0,noun,6,6
saltshaker,6,5,6,5,0.12,0.8451,0.06,0.7782,noun,6.0,1.0,noun,6,6
sandmen,6,2,1,1,0.12,0.8451,0.02,0.4771,noun,6.0,1.0,noun,6,6
schoolbag,6,5,6,5,0.12,0.8451,0.06,0.7782,noun,6.0,1.0,noun,6,6
shirttails,7,5,6,5,0.14,0.9031,0.06,0.7782,noun,6.0,0.86,noun.verb,6.1,6
shysters,6,6,6,6,0.12,0.8451,0.07,0.8451,noun,6.0,1.0,noun,6,6
skell,9,9,9,9,0.18,1.0,0.11,1.0,noun,6.0,0.67,noun.verb,6.3,6
smackeroos,6,5,6,5,0.12,0.8451,0.06,0.7782,noun,6.0,1.0,noun,6,6
smashup,6,5,6,5,0.12,0.8451,0.06,0.7782,noun,6.0,1.0,noun,6,6
spermaceti,6,1,6,1,0.12,0.8451,0.01,0.301,noun,6.0,1.0,noun,6,6
squealers,6,4,5,3,0.12,0.8451,0.05,0.6990000000000001,noun,6.0,1.0,noun,6,6
sugarplums,6,6,5,5,0.12,0.8451,0.07,0.8451,noun,6.0,1.0,noun,6,6
topsails,7,4,7,4,0.14,0.9031,0.05,0.6990000000000001,noun,6.0,0.86,noun.verb,6.1,6
trainload,6,6,6,6,0.12,0.8451,0.07,0.8451,noun,6.0,1.0,noun,6,6
tuchis,6,6,6,6,0.12,0.8451,0.07,0.8451,noun,6.0,1.0,noun,6,6
undershorts,6,6,6,6,0.12,0.8451,0.07,0.8451,noun,6.0,1.0,noun,6,6
underthings,6,6,6,6,0.12,0.8451,0.07,0.8451,noun,6.0,1.0,noun,6,6
uninvite,6,5,6,5,0.12,0.8451,0.06,0.7782,noun,6.0,1.0,noun,6,6
upwith,6,5,6,5,0.12,0.8451,0.06,0.7782,noun,6.0,1.0,noun,6,6
valediction,6,3,3,2,0.12,0.8451,0.04,0.6021,noun,6.0,1.0,noun,6,6
whereabout,6,5,6,5,0.12,0.8451,0.06,0.7782,noun,6.0,1.0,noun,6,6
whisperers,6,3,5,2,0.12,0.8451,0.04,0.6021,noun,6.0,1.0,noun,6,6
whizzers,6,2,6,2,0.12,0.8451,0.02,0.4771,noun,6.0,1.0,noun,6,6
wolfbane,13,6,9,5,0.25,1.1461,0.07,0.8451,noun,6.0,0.46,noun.adjective.name,6.6.1,6
womanizers,6,6,6,6,0.12,0.8451,0.07,0.8451,noun,6.0,1.0,noun,6,6
wops,7,7,6,6,0.14,0.9031,0.08,0.9031,noun,6.0,0.86,noun.verb,6.1,6
yodels,12,8,3,3,0.24,1.1139,0.1,0.9542,noun,6.0,0.5,noun.verb.name,6.3.3,6
adipocere,6,4,3,2,0.12,0.8451,0.05,0.6990000000000001,noun,5.0,0.83,noun.adjective,5.1,5
albumens,5,1,5,1,0.1,0.7782,0.01,0.301,noun,5.0,1.0,noun,5,5
archdukes,5,2,0,0,0.1,0.7782,0.02,0.4771,noun,5.0,1.0,noun,5,5
ashcans,5,5,5,5,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
attababy,5,4,1,1,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
backscratcher,5,2,5,2,0.1,0.7782,0.02,0.4771,noun,5.0,1.0,noun,5,5
bagmen,5,4,4,3,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
bambinos,5,3,5,3,0.1,0.7782,0.04,0.6021,noun,5.0,1.0,noun,5,5
barouche,5,3,5,3,0.1,0.7782,0.04,0.6021,noun,5.0,1.0,noun,5,5
bathysphere,5,2,5,2,0.1,0.7782,0.02,0.4771,noun,5.0,1.0,noun,5,5
beachheads,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
bilocation,5,3,4,2,0.1,0.7782,0.04,0.6021,noun,5.0,1.0,noun,5,5
bindle,11,7,7,6,0.22,1.0792,0.08,0.9031,noun,5.0,0.45,noun.verb.name,5.3.3,5
bovver,17,1,0,0,0.33,1.2553,0.01,0.301,name,7.0,0.41,name.verb.noun,7.5.5,5
buckteeth,5,4,4,4,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
bucktooth,7,4,3,3,0.14,0.9031,0.05,0.6990000000000001,noun,5.0,0.71,noun.name,5.2,5
bummers,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
carjacker,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
chanteys,5,3,5,3,0.1,0.7782,0.04,0.6021,noun,5.0,1.0,noun,5,5
chappies,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
chitlin,5,4,4,3,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
chitterlings,5,4,4,4,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
chiv,9,3,1,1,0.18,1.0,0.04,0.6021,noun,5.0,0.56,noun.name,5.4,5
cockfights,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
commandoes,5,5,3,3,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
corespondent,7,2,7,2,0.14,0.9031,0.02,0.4771,noun,5.0,0.71,noun.adjective,5.2,5
cornishman,5,5,0,0,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
countesses,5,4,3,2,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
countrywoman,5,5,5,5,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
crullers,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
cukes,5,2,5,2,0.1,0.7782,0.02,0.4771,noun,5.0,1.0,noun,5,5
curlicues,5,5,5,5,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
dashiki,5,2,5,2,0.1,0.7782,0.02,0.4771,noun,5.0,1.0,noun,5,5
defilers,6,5,3,3,0.12,0.8451,0.06,0.7782,noun,5.0,1.0,noun,5,5
delicioso,5,5,2,2,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
dentals,5,5,5,5,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
dishrag,5,5,5,5,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
doats,6,2,4,2,0.12,0.8451,0.02,0.4771,noun,5.0,0.83,noun.name,5.1,5
durians,5,3,5,3,0.1,0.7782,0.04,0.6021,noun,5.0,1.0,noun,5,5
earthmen,5,5,2,2,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
eggnogs,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
fatheads,5,3,5,3,0.1,0.7782,0.04,0.6021,noun,5.0,1.0,noun,5,5
flameout,5,3,4,2,0.1,0.7782,0.04,0.6021,noun,5.0,1.0,noun,5,5
fleshpots,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
footmarks,5,3,5,3,0.1,0.7782,0.04,0.6021,noun,5.0,1.0,noun,5,5
forepaw,5,3,5,3,0.1,0.7782,0.04,0.6021,noun,5.0,1.0,noun,5,5
fussbudget,5,5,5,5,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
gelignite,5,2,2,1,0.1,0.7782,0.02,0.4771,noun,5.0,1.0,noun,5,5
gimlets,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
gink,5,5,5,5,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
grafters,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
gunnysack,5,5,5,5,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
hallelujahs,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
hangdog,5,5,5,5,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
hemothorax,6,6,6,6,0.12,0.8451,0.07,0.8451,noun,5.0,0.83,noun.verb,5.1,5
hoppity,9,3,1,1,0.18,1.0,0.04,0.6021,noun,5.0,0.56,noun.name,5.4,5
horseplayer,6,2,3,2,0.12,0.8451,0.02,0.4771,noun,5.0,0.83,noun.name,5.1,5
horsewhip,11,8,9,8,0.22,1.0792,0.1,0.9542,verb,6.0,0.55,verb.noun,6.5,5
housemother,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
huppah,5,3,5,3,0.1,0.7782,0.04,0.6021,noun,5.0,1.0,noun,5,5
hypodermics,5,5,3,3,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
jinxes,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
knothead,5,5,5,5,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
kopecks,6,2,6,2,0.12,0.8451,0.02,0.4771,noun,5.0,0.83,noun.verb,5.1,5
lasagnas,5,5,5,5,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
longyi,5,1,0,0,0.1,0.7782,0.01,0.301,noun,5.0,1.0,noun,5,5
lushes,5,5,5,5,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
lyam,5,1,5,1,0.1,0.7782,0.01,0.301,noun,5.0,1.0,noun,5,5
mammies,5,5,5,5,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
mantrap,5,3,5,3,0.1,0.7782,0.04,0.6021,noun,5.0,1.0,noun,5,5
marrons,5,1,5,1,0.1,0.7782,0.01,0.301,noun,5.0,1.0,noun,5,5
measle,5,5,4,4,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
medialization,5,1,4,1,0.1,0.7782,0.01,0.301,noun,5.0,1.0,noun,5,5
mediocracy,5,5,5,5,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
mizzenmast,6,4,5,4,0.12,0.8451,0.05,0.6990000000000001,noun,5.0,0.83,noun.verb,5.1,5
moochers,5,5,3,3,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
mutilator,6,4,1,1,0.12,0.8451,0.05,0.6990000000000001,noun,5.0,0.83,noun.name,5.1,5
muumuus,5,5,4,4,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
neapolitans,5,4,0,0,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
oppidan,5,1,0,0,0.1,0.7782,0.01,0.301,noun,5.0,1.0,noun,5,5
paddywhack,5,3,5,3,0.1,0.7782,0.04,0.6021,noun,5.0,1.0,noun,5,5
palimony,5,3,4,2,0.1,0.7782,0.04,0.6021,noun,5.0,1.0,noun,5,5
peccadillo,5,5,5,5,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
phalange,6,3,4,2,0.12,0.8451,0.04,0.6021,noun,5.0,0.83,noun.name,5.1,5
prosecutrix,5,1,5,1,0.1,0.7782,0.01,0.301,noun,5.0,1.0,noun,5,5
reboard,5,2,5,2,0.1,0.7782,0.02,0.4771,noun,5.0,1.0,noun,5,5
ridgepole,5,1,5,1,0.1,0.7782,0.01,0.301,noun,5.0,1.0,noun,5,5
roundelay,6,4,6,4,0.12,0.8451,0.05,0.6990000000000001,noun,5.0,0.83,noun.verb,5.1,5
sadomasochist,5,5,5,5,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
scalawag,6,5,6,5,0.12,0.8451,0.06,0.7782,noun,5.0,0.83,noun.verb,5.1,5
schmear,6,6,6,6,0.12,0.8451,0.07,0.8451,noun,5.0,0.83,noun.verb,5.1,5
sentients,5,5,5,5,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
shellacking,9,9,9,9,0.18,1.0,0.11,1.0,noun,5.0,0.56,noun.verb.adjective,5.3.1,5
shoveller,5,3,5,3,0.1,0.7782,0.04,0.6021,noun,5.0,1.0,noun,5,5
shrieker,5,1,5,1,0.1,0.7782,0.01,0.301,noun,5.0,1.0,noun,5,5
skag,6,5,5,5,0.12,0.8451,0.06,0.7782,noun,5.0,0.83,noun.verb,5.1,5
skeeball,5,3,5,3,0.1,0.7782,0.04,0.6021,noun,5.0,1.0,noun,5,5
skinful,5,5,5,5,0.1,0.7782,0.06,0.7782,noun,5.0,1.0,noun,5,5
skyman,5,1,0,0,0.1,0.7782,0.01,0.301,noun,5.0,1.0,noun,5,5
snippers,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
sourball,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
southwester,5,2,5,2,0.1,0.7782,0.02,0.4771,noun,5.0,1.0,noun,5,5
speakeasies,5,4,4,3,0.1,0.7782,0.05,0.6990000000000001,noun,5.0,1.0,noun,5,5
spig,76,2,0,0,1.49,1.8865,0.02,0.4771,name,43.0,0.57,name.verb.noun,43.28.5,5
