Word,Subt_freq,Film_freq,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS,PoS_freqs,Noun_freq
properer,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
propers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
prosy,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
protectee,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
protoplasma,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
proudness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
provoker,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
prowesses,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
psalmists,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
pseudocyesis,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
pseudohermaphrodite,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
pseudointellectuals,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
pseudopod,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
psychodramas,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
psychoneurosis,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
psychs,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
pterodactyls,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
pudenda,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
puerility,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
puerpera,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
pugnacity,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
pullings,17,2,0,0,0.33,1.2553,0.02,0.4771,name,16.0,0.94,name.noun,16.1,1
pulque,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
pulu,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
pulveriser,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
pungi,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
punnage,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
punster,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
punsters,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
puppyism,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
purpleness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
pushcarts,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
putrescence,2,2,1,1,0.04,0.4771,0.02,0.4771,noun,1.0,0.5,noun.name,1.1,1
putridity,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
puttees,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
pyometra,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
pyromaniacs,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
qiana,3,1,0,0,0.06,0.6021,0.01,0.301,noun,1.0,0.5,noun.name,1.1,1
quackster,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
quadrillionth,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
quadroon,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
quadruplet,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
quarrymen,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
quarterdecks,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
quaters,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
quease,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
queenhood,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
queenliness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
quillet,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
quinaldine,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
quintuplicate,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
quoad,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
racecard,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
radiomen,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
radiophones,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
ragamuffins,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
ragpicker,2,2,1,1,0.04,0.4771,0.02,0.4771,noun,1.0,0.5,noun.name,1.1,1
ragtags,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
railbird,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
railheads,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
railwayman,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rajahs,2,2,1,1,0.04,0.4771,0.02,0.4771,noun,1.0,0.5,noun.name,1.1,1
ramjets,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rammers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rancours,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rangatira,3,1,0,0,0.06,0.6021,0.01,0.301,name,2.0,0.67,name.noun,2.1,1
rangler,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rankers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rankness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rapers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rapidamente,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rapscallions,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
raspiness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
raticide,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
ratoon,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rattail,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
raunchier,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
ravagers,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
ravisher,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
razzamatazz,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
razzes,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
razzing,6,6,6,6,0.12,0.8451,0.07,0.8451,verb,5.0,0.83,verb.noun,5.1,1
readmittance,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
reaks,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rebozo,3,1,0,0,0.06,0.6021,0.01,0.301,name,2.0,0.67,name.noun,2.1,1
rebuker,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
recanvas,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
recitatives,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
recomember,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
recommission,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
reconcentration,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
reconcilement,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
reconnoitering,3,3,3,3,0.06,0.6021,0.04,0.6021,verb,1.0,0.33,verb.noun.adjective,1.1.1,1
reconvict,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rectorship,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
reddendo,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
redeemers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
reengage,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
refiles,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
refire,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
refreshen,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
refreshener,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
refusion,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
regurge,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rehearser,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rehid,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
reinduction,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
reiterator,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
reland,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
relatability,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
reliquiae,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
remolding,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
remounts,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
renegate,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
renitent,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rennin,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
reoccurs,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
repatch,4,3,2,2,0.08,0.6990000000000001,0.04,0.6021,verb,3.0,0.75,verb.noun,3.1,1
repenters,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
reprehend,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
representant,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
representer,2,1,1,1,0.04,0.4771,0.01,0.301,noun,1.0,0.5,noun.name,1.1,1
repressiveness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
reprover,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
repulser,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
repulsers,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
repulsiveness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
resect,9,9,9,9,0.18,1.0,0.11,1.0,verb,8.0,0.89,verb.noun,8.1,1
resipiscence,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
resole,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
resown,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
respectabilities,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
restfulness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
restitch,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
restrainer,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
restrengthen,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
resupplies,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
retar,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
retentiveness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
reticula,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
reticulin,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
retie,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
retime,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
retinues,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
retributions,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
retrievement,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
retrorocket,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rettery,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
revelries,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rewarm,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rewrapping,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rhymester,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
ribaldry,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
ribbet,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
ribbings,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
ricey,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rickeys,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
ricksha,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
riffraffs,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rigorousness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rille,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rimption,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
riping,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
riptides,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
risorius,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rissole,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rissoles,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rissom,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
ritzes,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
roadsteads,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
roarer,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
roarings,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
robing,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rockling,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
roentgens,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
romeros,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
roodles,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rooftree,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
roofy,3,3,2,2,0.06,0.6021,0.04,0.6021,adjective,2.0,0.67,adjective.noun,2.1,1
roquet,3,2,0,0,0.06,0.6021,0.02,0.4771,name,2.0,0.67,name.noun,2.1,1
rotundas,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
roustabouts,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rozzers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rubberneckers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rubbernecking,3,2,3,2,0.06,0.6021,0.02,0.4771,verb,2.0,0.67,verb.noun,2.1,1
rubbernecks,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rubdowns,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rubout,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
ruddiness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rumdum,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rumormongers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rumpot,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rundowns,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
runnel,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
runty,7,3,4,2,0.14,0.9031,0.04,0.6021,adjective,4.0,0.57,adjective.name.noun,4.2.1,1
rusticity,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
rustlings,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
ryes,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sabras,3,2,1,1,0.06,0.6021,0.02,0.4771,name,2.0,0.67,name.noun,2.1,1
sabreur,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sackfuls,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sacrileges,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sadnesses,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
safecracking,5,5,5,5,0.1,0.7782,0.06,0.7782,verb,3.0,0.6,verb.noun.adjective,3.1.1,1
safegaurds,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sagger,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sahibs,2,1,1,1,0.04,0.4771,0.01,0.301,noun,1.0,0.5,noun.name,1.1,1
sailboarders,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
saintdom,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
salaams,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
salchow,2,2,0,0,0.04,0.4771,0.02,0.4771,noun,1.0,1.0,noun,1,1
saleratus,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
salesgirls,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
salmonberries,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
saloonkeeper,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
saltboxes,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
salties,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
saltpan,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
saltshakers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
salvagers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
salvarsan,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sambos,2,2,1,1,0.04,0.4771,0.02,0.4771,noun,1.0,0.5,noun.name,1.1,1
sambucas,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
samovars,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sampans,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sanatarium,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sanctums,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sandglass,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sandpits,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
saphead,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sapience,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sapsuckers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sarcasms,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sarks,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sarnies,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sassing,12,9,12,9,0.24,1.1139,0.11,1.0,verb,11.0,0.92,verb.noun,11.1,1
satai,2,1,0,0,0.04,0.4771,0.01,0.301,noun,1.0,0.5,noun.name,1.1,1
satyriasis,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
saucebox,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sauciness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
savageries,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
saveloy,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sawteeth,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
saxitoxin,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
scags,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
scaloppine,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
scansion,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
scareder,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
scaremonger,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
scarper,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
scathe,2,1,0,0,0.04,0.4771,0.01,0.301,noun,1.0,0.5,noun.name,1.1,1
scatology,2,2,1,1,0.04,0.4771,0.02,0.4771,noun,1.0,0.5,noun.name,1.1,1
sceneshifter,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
schlepp,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,verb,3.0,0.75,verb.noun,3.1,1
schlepper,2,2,1,1,0.04,0.4771,0.02,0.4771,noun,1.0,0.5,noun.name,1.1,1
schlimazel,3,3,2,2,0.06,0.6021,0.04,0.6021,verb,1.0,0.33,verb.noun.name,1.1.1,1
schmatte,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
schoolbags,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
schoolmen,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
schoolrooms,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
schoolteaching,2,1,2,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.noun,1.1,1
schooltime,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sclerae,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
sclerectasia,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
scorepad,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
scows,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
scragging,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
screecher,2,2,1,1,0.04,0.4771,0.02,0.4771,noun,1.0,0.5,noun.name,1.1,1
screenland,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
screwer,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
scrimper,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
scrods,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
scrotums,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
scrubwoman,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
scrupulosity,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
scrutinization,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
scuffler,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
scutters,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
scuz,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
scytale,2,1,0,0,0.04,0.4771,0.01,0.301,noun,1.0,0.5,noun.name,1.1,1
seabag,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
seacraft,2,1,1,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.noun,1.1,1
seaquake,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
seductresses,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
seech,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
seediness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
seedpod,2,1,1,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.noun,1.1,1
selfness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
semblances,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
semblence,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
