Word,Subt_freq,Film_freq,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS,PoS_freqs,Adjective_freq
unaccommodating,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unadvised,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unassailed,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unbeautiful,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unbless,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
unchaperoned,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unconsecrated,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unconsoled,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
uncontestable,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
undercharged,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
underlit,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
undistracted,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unembarrassed,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
unfeminine,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unfertilised,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
ungallant,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unhittable,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unhorsed,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unhypnotised,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
unkenneled,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unkindest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unkissed,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unlineal,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unmannered,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unmaterialistic,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unmended,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unnameable,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unopinionated,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unordained,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unpatrolled,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unplucked,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unredeemable,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unrefrigerated,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unrefuted,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unrinsed,2,1,1,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
unsaddled,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unshod,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unsmoked,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
unsnapped,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unthreatened,2,2,1,1,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
untrainable,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
unuttered,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
unwedded,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
unworthiest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
upgoing,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,2.0,0.67,adjective.verb,2.1,2
vainest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
vaporised,8,8,7,7,0.16,0.9542,0.1,0.9542,verb,6.0,0.75,verb.adjective,6.2,2
venging,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,0.67,adjective.verb,2.1,2
vomitous,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
vulgarest,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
wackier,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
waggly,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
weariest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
wedgy,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
whiffy,4,3,4,3,0.08,0.6990000000000001,0.04,0.6021,noun,2.0,0.5,noun.adjective,2.2,2
wriggly,4,3,4,3,0.08,0.6990000000000001,0.04,0.6021,adverb,2.0,0.5,adverb.adjective,2.2,2
yellowy,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
abominate,3,2,3,2,0.06,0.6021,0.02,0.4771,verb,1.0,0.33,verb.noun.adjective,1.1.1,1
accadian,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
accordable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
accoutered,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
acentric,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
actory,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
adenoidal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
adipocere,6,4,3,2,0.12,0.8451,0.05,0.6990000000000001,noun,5.0,0.83,noun.adjective,5.1,1
administerial,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
admittible,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
aery,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
affectless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
afflictive,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
agenting,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
agnate,5,1,5,1,0.1,0.7782,0.01,0.301,noun,3.0,0.6,noun.verb.adjective,3.1.1,1
aiwan,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,1.0,1.0,adjective,1,1
algorismic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
ambisexual,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
amoeboid,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
anagogic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
anagrammed,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
analeptic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
angelical,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
anhydrotic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
animalculous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
anosmatic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
anthropophagy,3,1,2,1,0.06,0.6021,0.01,0.301,noun,2.0,0.67,noun.adjective,2.1,1
anticorrosive,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
antidotal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
antimilitary,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
antsier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
anywhy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
aortal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
apish,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
apostatized,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
approximal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
aproned,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
araucanian,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
archest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
archminister,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
arousable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
arsing,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
assailable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
atheistical,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
atherine,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
athing,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
atrabilious,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
autodidactic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
avalanching,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
aweless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
bacteremic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
badgeless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
bangled,2,1,2,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.adjective,1.1,1
bawdiest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
bearlike,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
beastliest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
beclouded,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
bedivere,4,1,0,0,0.08,0.6990000000000001,0.01,0.301,name,3.0,0.75,name.adjective,3.1,1
befouled,3,3,3,3,0.06,0.6021,0.04,0.6021,verb,2.0,0.67,verb.adjective,2.1,1
behooved,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
bespeckled,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
bezant,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
bifrontal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
bilgewater,4,2,1,1,0.08,0.6990000000000001,0.02,0.4771,name,2.0,0.5,name.noun.adjective,2.1.1,1
bivoltine,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
blameful,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
blankety,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
blarneying,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
blenched,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
blindest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
blipped,3,3,2,2,0.06,0.6021,0.04,0.6021,verb,2.0,0.67,verb.adjective,2.1,1
blockheaded,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
bloodred,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
blowzy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
bobbling,5,5,5,5,0.1,0.7782,0.06,0.7782,verb,4.0,0.8,verb.adjective,4.1,1
bobtailed,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
bodysurfing,6,4,5,3,0.12,0.8451,0.05,0.6990000000000001,verb,3.0,0.5,verb.noun.name.adjective,3.1.1.1,1
bolsheviki,3,1,0,0,0.06,0.6021,0.01,0.301,noun,1.0,0.5,noun.adjective,1.1,1
bonniest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
bookless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
booky,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
boondoggling,3,1,3,1,0.06,0.6021,0.01,0.301,verb,1.0,0.33,verb.noun.adjective,1.1.1,1
bopped,5,5,5,5,0.1,0.7782,0.06,0.7782,verb,4.0,0.8,verb.adjective,4.1,1
boresome,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
bornite,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
bosomy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
bounciest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
braggy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
brainiest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
branchy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
breezier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
brekky,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
bribable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
bridgeless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
brisky,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
bronchovesicular,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
bronzy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
brotherless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
bubbliest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
buccaneering,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
bulldogging,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
bulldoggy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
bunchy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
bureaucratical,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
burked,3,3,0,0,0.06,0.6021,0.04,0.6021,verb,1.0,0.5,verb.adjective,1.1,1
bushier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
butterless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
buttocked,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
cabbalistic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
cabined,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
calculous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
caliginous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
calmative,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
calmy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
camphorated,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
cancerogenic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
canniest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
canoodling,17,7,14,7,0.33,1.2553,0.08,0.9031,verb,13.0,0.76,verb.noun.adjective,13.3.1,1
caramelizing,2,1,2,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.adjective,1.1,1
cardial,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
cardiological,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
cardiotoxic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
caressable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
carful,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
cartographical,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
catnapped,4,2,4,2,0.08,0.6990000000000001,0.02,0.4771,verb,3.0,0.75,verb.adjective,3.1,1
cattiest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
causable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
censorable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
certainer,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
cesarian,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
chamade,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
chameleonlike,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
chanty,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
charcoaled,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
chaucerian,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
chicest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
childing,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
chinless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
chinny,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
chirpier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
chitchatty,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
chloroformic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
chlorophyllous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
choiceless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
choiring,3,2,3,2,0.06,0.6021,0.02,0.4771,verb,1.0,0.33,verb.noun.adjective,1.1.1,1
choosey,2,2,2,2,0.04,0.4771,0.02,0.4771,noun,1.0,0.5,noun.adjective,1.1,1
chunkiest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
citified,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
clammiest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
clawlike,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
climbable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
cloggy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
clomped,3,3,3,3,0.06,0.6021,0.04,0.6021,verb,2.0,0.67,verb.adjective,2.1,1
cloudlike,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
clowned,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
clypeiform,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
cockier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
codal,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
codiscoverer,5,5,5,5,0.1,0.7782,0.06,0.7782,noun,4.0,0.8,noun.adjective,4.1,1
cofounding,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
coltish,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
combless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
comfier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
commendatory,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
communalist,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
compacter,3,1,3,1,0.06,0.6021,0.01,0.301,noun,2.0,0.67,noun.adjective,2.1,1
complicitous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
conchological,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
connectible,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
contaminative,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
contemned,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
contributable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
conversable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
copulative,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
coracoid,2,2,2,2,0.04,0.4771,0.02,0.4771,noun,1.0,0.5,noun.adjective,1.1,1
coriaceous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
cornier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
coronated,3,2,3,2,0.06,0.6021,0.02,0.4771,verb,2.0,0.67,verb.adjective,2.1,1
cosier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
costosternal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
cottonpicking,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
coverless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
cowardy,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
coziest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
crackable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
crackbrained,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
craddy,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
cragged,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
crankier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
crankiest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
crapulous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
crateful,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
creamiest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
crispier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
croaky,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
crotalid,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
crueller,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
crunchier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
crustaceous,2,2,1,1,0.04,0.4771,0.02,0.4771,name,1.0,0.5,name.adjective,1.1,1
cubistic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
cunninger,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
cunningest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
currish,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
cushier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
dandiest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
dandruffy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
dandyish,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
daughterly,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
deafer,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
dealable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
decentest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
decerebrate,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
deliquesced,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
deloused,5,5,5,5,0.1,0.7782,0.06,0.7782,verb,4.0,0.8,verb.adjective,4.1,1
delusionary,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
demurest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
demythologised,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
