Word,Subt_freq,Film_freq,All_PoS,PoS_freqs,Noun_freq,Web_freq
spidery,4,3,noun.adjective,2.2,2,30676.0
marianist,2,1,noun,2,2,30646.0
reacquisition,2,1,noun,2,2,30645.0
twitter,8,7,verb.noun,6.2,2,30630.0
dowsers,2,2,noun,2,2,30577.0
pinballs,2,2,noun,2,2,30563.0
postmodernists,2,2,noun,2,2,30552.0
gratefulness,2,2,noun,2,2,30521.0
lavaliere,3,3,noun.adjective,2.1,2,30510.0
chateaus,2,2,noun,2,2,30458.0
grails,2,2,noun,2,2,30371.0
porifera,3,2,noun.name,2.1,2,30367.0
consciousnesses,2,2,noun,2,2,30297.0
sputters,5,5,verb.noun,3.2,2,30202.0
counterrevolution,2,2,noun,2,2,30195.0
casements,2,2,noun,2,2,30159.0
lionesses,2,2,noun,2,2,30125.0
addictiveness,2,2,noun,2,2,30030.0
bronchioles,2,2,noun,2,2,30028.0
blatch,13,9,name.noun,11.2,2,30022.0
strad,2,2,noun,2,2,30021.0
despairs,2,2,noun,2,2,30001.0
glop,2,2,noun,2,2,29995.0
nonconformists,2,2,noun,2,2,29977.0
sirup,2,2,noun,2,2,29954.0
bombards,2,2,noun,2,2,29810.0
fourscore,11,8,verb.noun.name,8.2.1,2,29801.0
tiresias,3,1,noun.name,2.1,2,29789.0
whap,7,4,verb.noun,5.2,2,29762.0
scribblers,2,2,noun,2,2,29734.0
glints,2,2,noun,2,2,29714.0
mestizos,2,2,noun,2,2,29686.0
viaducts,2,2,noun,2,2,29678.0
rampages,2,2,noun,2,2,29562.0
hyoid,6,6,adjective.noun,4.2,2,29523.0
tabbies,2,2,noun,2,2,29513.0
negativism,2,2,noun,2,2,29479.0
buildups,2,2,noun,2,2,29428.0
simper,3,3,noun.verb,2.1,2,29393.0
avoider,2,2,noun,2,2,29288.0
drek,3,2,noun.name,2.1,2,29279.0
impetuosity,2,2,noun,2,2,29225.0
bluejacket,2,2,noun,2,2,29198.0
canneries,2,2,noun,2,2,29088.0
illusionists,2,2,noun,2,2,29074.0
bruja,2,2,noun,2,2,28938.0
playrooms,2,2,noun,2,2,28932.0
atropos,2,2,noun,2,2,28900.0
casuistry,2,1,noun,2,2,28898.0
yabu,10,2,name.noun,8.2,2,28859.0
soothsayers,2,2,noun,2,2,28819.0
glowworm,2,2,noun,2,2,28790.0
walkaway,2,2,noun,2,2,28776.0
milty,6,2,name.noun,4.2,2,28755.0
earaches,2,2,noun,2,2,28736.0
drumlin,17,1,name.noun,15.2,2,28695.0
babysat,7,6,verb.noun,5.2,2,28647.0
musicologists,2,2,noun,2,2,28639.0
cliffy,2,2,noun,2,2,28619.0
atomiser,2,2,noun,2,2,28600.0
trouts,2,2,noun,2,2,28542.0
bolide,2,1,noun,2,2,28523.0
reinsertion,2,2,noun,2,2,28466.0
briquette,2,2,noun,2,2,28429.0
cabalist,3,1,noun.adjective,2.1,2,28393.0
windowsills,2,2,noun,2,2,28380.0
dreadnoughts,2,2,noun,2,2,28232.0
hyrax,2,2,noun,2,2,28208.0
milliners,2,2,noun,2,2,28165.0
pugilist,2,2,noun,2,2,28086.0
miniaturisation,2,2,noun,2,2,28075.0
deceitfulness,2,2,noun,2,2,28044.0
hangmen,2,2,noun,2,2,28021.0
determinist,2,1,noun,2,2,27948.0
verruca,2,2,noun,2,2,27917.0
yowling,8,8,verb.noun,6.2,2,27910.0
cardplayer,2,1,noun,2,2,27908.0
cochair,2,1,noun,2,2,27880.0
dragoman,2,1,noun,2,2,27763.0
tailgaters,2,2,noun,2,2,27738.0
songster,2,2,noun,2,2,27736.0
proteges,2,2,noun,2,2,27687.0
sailcloth,2,2,noun,2,2,27682.0
pinworms,2,1,noun,2,2,27681.0
suggestibility,2,2,noun,2,2,27678.0
gibe,2,2,noun,2,2,27622.0
dishonors,2,2,noun,2,2,27590.0
foulness,2,2,noun,2,2,27571.0
bruisers,4,3,noun.name,2.2,2,27491.0
funner,6,5,adjective.noun,4.2,2,27442.0
moonstones,2,2,noun,2,2,27394.0
prognosticator,2,1,noun,2,2,27376.0
koolau,2,1,noun,2,2,27370.0
sulfanilamide,2,2,noun,2,2,27333.0
fundi,2,2,noun,2,2,27189.0
shortsightedness,2,2,noun,2,2,27160.0
midafternoon,2,2,noun,2,2,27140.0
tatou,2,1,noun,2,2,27138.0
saponification,2,2,noun,2,2,27123.0
hasidim,4,2,noun.name,2.2,2,27092.0
penitentiaries,2,2,noun,2,2,26981.0
dollops,2,2,noun,2,2,26943.0
leitmotif,2,2,noun,2,2,26909.0
murmurings,2,2,noun,2,2,26898.0
cottonmouth,2,2,noun,2,2,26889.0
excitements,2,2,noun,2,2,26881.0
cowshed,2,2,noun,2,2,26851.0
woodcarvers,2,1,noun,2,2,26823.0
moralities,2,1,noun,2,2,26799.0
acidemia,2,1,noun,2,2,26765.0
listlessness,2,2,noun,2,2,26751.0
pities,14,13,verb.noun,12.2,2,26738.0
tourniquets,2,2,noun,2,2,26700.0
gipsies,2,2,noun,2,2,26697.0
popover,2,1,noun,2,2,26692.0
architrave,2,1,noun,2,2,26686.0
watchwords,2,1,noun,2,2,26607.0
indigents,2,2,noun,2,2,26565.0
flub,3,3,noun.verb,2.1,2,26522.0
upsides,2,2,noun,2,2,26519.0
braw,2,2,noun,2,2,26481.0
phoo,2,2,noun,2,2,26443.0
sportswoman,2,2,noun,2,2,26431.0
bossing,40,33,verb.noun.adjective,37.2.1,2,26407.0
crescendos,2,2,noun,2,2,26191.0
alarum,3,3,noun.name,2.1,2,26124.0
frogfish,2,1,noun,2,2,26114.0
cornstalk,2,2,noun,2,2,26103.0
greasewood,9,1,name.noun,7.2,2,26101.0
minny,4,2,noun.name,2.2,2,26097.0
terek,12,2,name.verb.noun,7.3.2,2,26030.0
blowoff,3,3,noun.verb,2.1,2,25911.0
croupiers,2,2,noun,2,2,25854.0
twilights,2,2,noun,2,2,25804.0
hosel,2,1,noun,2,2,25789.0
crosscheck,4,3,verb.noun,2.2,2,25750.0
promethium,2,2,noun,2,2,25679.0
affright,2,2,noun,2,2,25596.0
coprophilia,2,1,noun,2,2,25558.0
gigantism,2,2,noun,2,2,25556.0
crudeness,2,2,noun,2,2,25538.0
cioppino,2,2,noun,2,2,25537.0
misspoke,13,13,verb.noun,11.2,2,25518.0
disrupter,2,2,noun,2,2,25492.0
slaveholder,2,1,noun,2,2,25441.0
interworld,2,1,noun,2,2,25435.0
protestation,2,2,noun,2,2,25418.0
truncheons,2,2,noun,2,2,25400.0
actualisation,2,1,noun,2,2,25332.0
nimrods,2,2,noun,2,2,25313.0
amorality,2,2,noun,2,2,25258.0
mzee,2,1,noun,2,2,25257.0
subadult,2,1,noun,2,2,25197.0
cummerbunds,2,2,noun,2,2,25172.0
lebensraum,4,2,noun.name,2.2,2,25150.0
blancmange,3,3,noun.name,2.1,2,25137.0
callipers,2,2,noun,2,2,25123.0
tortes,2,2,noun,2,2,25002.0
dribbler,2,2,noun,2,2,24973.0
phantasms,2,2,noun,2,2,24954.0
wherefores,2,2,noun,2,2,24936.0
marm,2,2,noun,2,2,24926.0
wireman,2,1,noun,2,2,24912.0
fearfulness,2,2,noun,2,2,24888.0
sphincters,2,2,noun,2,2,24883.0
allocution,2,2,noun,2,2,24796.0
quizmaster,2,1,noun,2,2,24787.0
cavey,2,1,noun,2,2,24756.0
consorting,25,23,verb.noun,23.2,2,24743.0
clotheslines,2,2,noun,2,2,24655.0
haversack,2,2,noun,2,2,24605.0
wobblies,2,2,noun,2,2,24523.0
noblewoman,2,2,noun,2,2,24505.0
catcalls,3,3,noun,2,2,24500.0
abysses,2,2,noun,2,2,24496.0
discloser,2,2,noun,2,2,24487.0
figureheads,2,2,noun,2,2,24341.0
jackhammers,3,3,noun.verb,2.1,2,24319.0
prate,2,2,noun.verb,2.1,2,24190.0
donar,4,2,noun.name,2.2,2,24178.0
carabao,2,1,noun,2,2,24132.0
planetoid,2,2,noun,2,2,24081.0
traipse,14,13,verb.noun,12.2,2,24070.0
branner,7,1,name.noun,5.2,2,24066.0
incorruption,2,1,noun,2,2,24056.0
titmice,2,1,noun,2,2,24047.0
psychodynamics,2,2,noun,2,2,24004.0
reconversion,2,2,noun,2,2,23939.0
ormolu,2,1,noun,2,2,23891.0
cryptographer,2,2,noun,2,2,23870.0
icefall,2,2,noun,2,2,23865.0
namby,2,2,noun,2,2,23780.0
penances,2,1,noun,2,2,23710.0
ruiner,2,2,noun,2,2,23663.0
tyrannosaur,2,1,noun,2,2,23660.0
pectins,2,1,noun,2,2,23648.0
gadabout,2,2,noun,2,2,23639.0
jawbreakers,2,2,noun,2,2,23627.0
comportment,2,2,noun,2,2,23585.0
mapo,4,3,noun.name,2.2,2,23428.0
mafiosi,2,2,noun,2,2,23423.0
sambas,2,1,noun,2,2,23118.0
curette,2,2,noun,2,2,23092.0
muckrakers,2,2,noun,2,2,23057.0
psalmody,3,1,noun.name,2.1,2,22996.0
kaisers,2,2,noun,2,2,22991.0
tearjerkers,2,2,noun,2,2,22971.0
skylarks,2,2,noun,2,2,22914.0
funt,5,4,name.noun,3.2,2,22862.0
waxwork,2,2,noun,2,2,22838.0
spiderwebs,2,2,noun,2,2,22759.0
brookie,4,3,noun.name,2.2,2,22723.0
gurgles,11,9,verb.noun,9.2,2,22680.0
hubbies,2,2,noun,2,2,22677.0
mastectomies,2,1,noun,2,2,22635.0
overbuilt,2,2,noun,2,2,22627.0
thuds,9,9,verb.noun,7.2,2,22613.0
conventionality,4,3,noun.name,2.2,2,22609.0
whiffs,2,2,noun,2,2,22586.0
forthrightness,2,2,noun,2,2,22577.0
fent,2,1,noun,2,2,22576.0
caecum,2,1,noun,2,2,22535.0
latke,2,2,noun,2,2,22512.0
retune,2,2,noun,2,2,22510.0
greenroom,2,2,noun,2,2,22472.0
shootist,2,2,noun,2,2,22458.0
honeymooning,12,12,verb.noun.adjective,9.2.1,2,22435.0
swiper,2,2,noun,2,2,22427.0
teenybopper,2,2,noun,2,2,22411.0
malade,3,3,noun,2,2,22406.0
depressives,2,2,noun,2,2,22395.0
coper,2,1,noun,2,2,22335.0
arioso,2,1,noun,2,2,22329.0
solferino,2,1,noun,2,2,22295.0
malnourishment,2,2,noun,2,2,22192.0
reship,2,2,noun,2,2,22178.0
pommery,4,3,noun.name,2.2,2,22173.0
toilettes,2,2,noun,2,2,22099.0
bowlegs,2,2,noun,2,2,22060.0
appaloosas,3,2,noun.name,2.1,2,22054.0
herry,6,1,name.noun,4.2,2,22044.0
pyres,2,2,noun,2,2,22032.0
snakebites,2,2,noun,2,2,21929.0
pleasantry,2,2,noun,2,2,21927.0
prizefight,2,2,noun,2,2,21891.0
kepi,2,1,noun,2,2,21854.0
sunshiny,11,9,adjective.noun,9.2,2,21816.0
amanuensis,2,2,noun,2,2,21793.0
chloromethane,2,2,noun,2,2,21788.0
pendente,2,1,noun,2,2,21702.0
vagary,2,2,noun,2,2,21636.0
yardman,2,1,noun,2,2,21620.0
tartrazine,2,2,noun,2,2,21606.0
egomania,2,2,noun,2,2,21579.0
bacchanalia,2,2,noun,2,2,21576.0
profanation,2,2,noun,2,2,21575.0
scrod,3,3,noun.verb,2.1,2,21554.0
scepters,2,2,noun,2,2,21459.0
gouger,2,2,noun,2,2,21376.0
marica,3,1,noun.name,2.1,2,21312.0
metroliner,2,2,noun,2,2,21266.0
iamb,2,2,noun,2,2,21232.0
bounden,2,2,noun,2,2,21180.0
trashcans,2,2,noun,2,2,21173.0
willes,19,1,name.noun,17.2,2,21121.0
dreg,4,3,verb.noun,2.2,2,21115.0
hipbone,2,1,noun,2,2,21058.0
quaintness,3,3,noun,2,2,21048.0
flyswatter,2,2,noun,2,2,20983.0
palaeontologists,2,1,noun,2,2,20955.0
paparazzo,2,1,noun,2,2,20924.0
piggybacks,2,2,noun,2,2,20918.0
jaywalker,3,2,noun.name,2.1,2,20905.0
hammerlock,2,2,noun,2,2,20815.0
racialism,2,2,noun,2,2,20805.0
aftereffect,3,2,noun.verb,2.1,2,20792.0
forelock,2,2,noun,2,2,20770.0
esteems,2,2,noun,2,2,20766.0
assimilationist,2,1,noun,2,2,20763.0
anosmia,2,1,noun,2,2,20758.0
harems,2,2,noun,2,2,20748.0
natrium,2,1,noun,2,2,20725.0
quirt,45,2,name.verb.noun,29.14.2,2,20725.0
bushwood,8,2,name.noun,6.2,2,20692.0
cavalrymen,2,1,noun,2,2,20644.0
vacationland,3,3,noun.name,2.1,2,20634.0
muffles,4,4,verb.noun,2.2,2,20620.0
dinkey,4,2,noun.name,2.2,2,20558.0
gunwales,2,2,noun,2,2,20551.0
sparker,2,1,noun,2,2,20544.0
polecats,2,2,noun,2,2,20440.0
widdershins,2,1,noun,2,2,20412.0
serosal,2,2,noun,2,2,20369.0
moaners,2,2,noun,2,2,20365.0
decrepitude,2,2,noun,2,2,20359.0
carboxyhemoglobin,2,2,noun,2,2,20278.0
shoon,2,1,noun,2,2,20249.0
maneuverings,2,2,noun,2,2,20167.0
mewling,5,5,verb.noun,3.2,2,20164.0
extroverts,2,2,noun,2,2,20108.0
clambakes,3,3,noun.verb,2.1,2,20031.0
fedoras,2,2,noun,2,2,20029.0
paunchy,4,4,noun.adjective,2.2,2,20021.0
simians,2,2,noun,2,2,19980.0
pross,5,3,verb.noun,3.2,2,19937.0
hyperventilate,27,22,verb.noun,25.2,2,19922.0
wingspread,2,2,noun,2,2,19866.0
skywriting,7,5,verb.noun.adjective,4.2.1,2,19811.0
barnstormer,2,1,noun,2,2,19789.0
cheyennes,4,2,noun.name,2.2,2,19735.0
arboretums,2,1,noun,2,2,19603.0
cabman,8,2,noun.name,2.2,2,19515.0
pennyweight,2,2,noun,2,2,19361.0
humbugs,2,2,noun,2,2,19319.0
chilblains,2,2,noun,2,2,19291.0
misjudgments,2,1,noun,2,2,19190.0
dodos,2,2,noun,2,2,19185.0
merchantmen,2,2,noun,2,2,19128.0
insectivore,2,2,noun,2,2,19082.0
unchaste,2,2,noun,2,2,19060.0
herl,2,2,noun,2,2,19051.0
pinkos,2,2,noun,2,2,19048.0
schoolchild,2,1,noun,2,2,19034.0
croakers,2,2,noun,2,2,19006.0
delict,2,1,noun,2,2,19000.0
insouciant,3,2,noun.adjective,2.1,2,18996.0
unlikelihood,2,2,noun,2,2,18953.0
romanticist,2,2,noun,2,2,18837.0
outwater,2,1,noun,2,2,18834.0
crystalloid,2,2,noun,2,2,18820.0
deucalion,5,1,name.noun,3.2,2,18812.0
cannelle,2,2,noun,2,2,18766.0
heteros,2,2,noun,2,2,18718.0
stroboscope,2,1,noun,2,2,18683.0
heartbreaks,2,2,noun,2,2,18679.0
mortadella,2,2,noun,2,2,18552.0
mainmast,2,1,noun,2,2,18471.0
acromion,2,2,noun,2,2,18460.0
emporiums,2,2,noun,2,2,18452.0
grumps,2,2,noun,2,2,18392.0
dentifrice,2,2,noun,2,2,18355.0
foible,2,2,noun,2,2,18328.0
irrelevancies,2,2,noun,2,2,18220.0
loof,2,2,noun,2,2,18198.0
phyton,4,1,noun.name,2.2,2,18125.0
muley,9,1,name.noun,7.2,2,18053.0
permalloy,2,1,noun,2,2,18045.0
ransoms,2,2,noun,2,2,18036.0
croquette,2,2,noun,2,2,18014.0
purebreds,2,2,noun,2,2,18014.0
snowdrifts,3,3,noun.verb,2.1,2,17974.0
weepers,2,2,noun,2,2,17971.0
cosiness,2,1,noun,2,2,17912.0
slanderers,3,2,noun,2,2,17903.0
empresses,2,2,noun,2,2,17894.0
eternities,2,2,noun,2,2,17851.0
forestay,2,1,noun,2,2,17790.0
boxman,2,1,noun,2,2,17789.0
troublemaking,6,6,verb.noun.adjective,2.2.2,2,17712.0
winkles,2,2,noun,2,2,17646.0
shindigs,2,2,noun,2,2,17638.0
emancipator,2,2,noun,2,2,17565.0
seductiveness,2,2,noun,2,2,17540.0
diffusor,2,1,noun,2,2,17457.0
downstroke,3,3,noun.verb,2.1,2,17453.0
trendiness,2,2,noun,2,2,17432.0
neighing,43,21,verb.name.noun.adjective,33.6.2.1,2,17412.0
countersuit,2,2,noun,2,2,17218.0
jailor,2,2,noun,2,2,17161.0
backrooms,2,2,noun,2,2,17151.0
lunate,2,2,noun,2,2,17084.0
bakeshop,2,2,noun,2,2,17080.0
gaberdine,2,2,noun,2,2,17078.0
strelitz,5,2,name.noun,3.2,2,17077.0
midriffs,2,2,noun,2,2,17047.0
oxidization,2,2,noun,2,2,16969.0
cobber,2,2,noun,2,2,16958.0
tenterhooks,2,2,noun,2,2,16944.0
festers,2,2,noun,2,2,16929.0
spiracles,2,1,noun,2,2,16919.0
cuffing,7,6,verb.noun,5.2,2,16898.0
perceptiveness,2,2,noun,2,2,16851.0
stutterers,2,2,noun,2,2,16846.0
zealousness,2,2,noun,2,2,16756.0
maharajas,2,2,noun,2,2,16726.0
canebrake,2,1,noun,2,2,16655.0
snowbank,3,3,noun.verb,2.1,2,16565.0
afebrile,4,4,noun.adjective,2.2,2,16564.0
grounders,2,2,noun,2,2,16551.0
songy,2,2,noun,2,2,16543.0
flosser,2,2,noun,2,2,16531.0
machination,2,2,noun,2,2,16529.0
classmen,2,2,noun,2,2,16512.0
bandolero,2,1,noun,2,2,16492.0
cabals,2,2,noun,2,2,16491.0
bloodmobile,2,1,noun,2,2,16481.0
knuckleball,2,2,noun,2,2,16435.0
purposefulness,2,2,noun,2,2,16393.0
unties,2,2,noun,2,2,16385.0
teratomas,2,1,noun,2,2,16361.0
croute,3,3,noun.verb,2.1,2,16250.0
scorekeeping,2,2,noun,2,2,16239.0
formin,2,2,noun,2,2,16236.0
gaoler,2,1,noun,2,2,16231.0
sanctimony,2,2,noun,2,2,16230.0
benzenes,2,1,noun,2,2,16170.0
gangsterism,2,2,noun,2,2,16157.0
amphitryon,6,3,name.noun,4.2,2,16118.0
microchemistry,2,1,noun,2,2,16117.0
binocs,2,2,noun,2,2,16095.0
undersheriff,3,1,noun.verb,2.1,2,16038.0
thrumming,7,1,verb.noun,5.2,2,16027.0
monkshood,2,2,noun,2,2,16013.0
geophones,2,1,noun,2,2,16010.0
confreres,2,2,noun,2,2,15949.0
fetlock,4,3,noun.name,2.2,2,15878.0
tediousness,2,2,noun,2,2,15845.0
scofflaws,2,2,noun,2,2,15812.0
clamors,2,2,noun,2,2,15780.0
hoaxer,3,3,noun.verb,2.1,2,15745.0
vomitus,4,4,noun.adjective,2.2,2,15636.0
cricoid,14,13,adjective.noun,12.2,2,15627.0
remuda,2,2,noun,2,2,15552.0
ricochets,5,5,verb.noun,3.2,2,15465.0
sensuousness,2,2,noun,2,2,15444.0
bulimics,2,2,noun,2,2,15351.0
ministership,2,1,noun,2,2,15327.0
crippler,2,2,noun,2,2,15315.0
diagnosticians,2,2,noun,2,2,15278.0
lades,2,2,noun,2,2,15236.0
outstandings,2,2,noun,2,2,15234.0
strutters,2,2,noun,2,2,15207.0
flection,2,1,noun,2,2,15157.0
defoliants,2,2,noun,2,2,15135.0
gawkers,2,2,noun,2,2,15096.0
futz,3,3,noun.verb,2.1,2,15067.0
pulis,2,2,noun,2,2,15049.0
gobelin,5,1,name.noun,3.2,2,15028.0
smelts,2,2,noun,2,2,15004.0
tonsure,2,2,noun,2,2,14946.0
joyriding,12,12,verb.noun,10.2,2,14877.0
glabella,2,1,noun,2,2,14862.0
watercolorist,2,1,noun,2,2,14845.0
creatin,2,2,noun,2,2,14835.0
forefingers,2,2,noun,2,2,14820.0
asok,40,17,verb.name.noun,21.17.2,2,14805.0
mewing,5,5,verb.noun.name,2.2.1,2,14793.0
crookedness,2,2,noun,2,2,14767.0
kifs,2,2,noun,2,2,14711.0
brahmanism,2,1,noun,2,2,14654.0
merchantman,2,2,noun,2,2,14619.0
placekicker,2,2,noun,2,2,14601.0
tiffy,2,1,noun,2,2,14577.0
spritzers,2,2,noun,2,2,14570.0
coyness,2,2,noun,2,2,14519.0
survivalists,2,2,noun,2,2,14486.0
flatteries,2,2,noun,2,2,14390.0
refection,2,1,noun,2,2,14387.0
countersignature,2,2,noun,2,2,14375.0
shimmies,2,2,noun,2,2,14317.0
topman,2,2,noun,2,2,14295.0
striation,2,2,noun,2,2,14252.0
archaism,2,2,noun,2,2,14250.0
appeaser,2,2,noun,2,2,14246.0
periscopes,2,2,noun,2,2,14228.0
fisty,4,3,noun.name.adjective,2.1.1,2,14154.0
purs,2,2,noun,2,2,14154.0
harassers,2,2,noun,2,2,14151.0
pachuco,3,2,noun.name,2.1,2,14112.0
snaggletooth,4,3,noun.name,2.2,2,14078.0
reprieves,3,2,noun.verb,2.1,2,14040.0
lamplighters,2,1,noun,2,2,13995.0
cogwheel,2,1,noun,2,2,13904.0
kibitz,12,6,verb.noun,10.2,2,13879.0
piquancy,2,2,noun,2,2,13835.0
cigaret,2,1,noun,2,2,13812.0
whippersnappers,2,2,noun,2,2,13775.0
pigskins,2,1,noun,2,2,13774.0
schottische,2,2,noun,2,2,13757.0
anisette,2,2,noun,2,2,13716.0
goatees,2,2,noun,2,2,13712.0
suspiciousness,2,1,noun,2,2,13705.0
credere,2,1,noun,2,2,13648.0
fasciculus,2,1,noun,2,2,13641.0
longship,2,2,noun,2,2,13602.0
dybbuk,2,2,noun,2,2,13554.0
dacoits,2,1,noun,2,2,13553.0
betroth,2,2,noun,2,2,13539.0
prudery,2,2,noun,2,2,13529.0
strongpoint,2,2,noun,2,2,13527.0
tragedian,2,2,noun,2,2,13439.0
nullus,2,1,noun,2,2,13395.0
combattants,2,2,noun,2,2,13334.0
wabe,2,1,noun,2,2,13281.0
shouter,2,1,noun,2,2,13279.0
thighbone,2,2,noun,2,2,13277.0
pissers,2,2,noun,2,2,13269.0
synchs,2,2,noun,2,2,13245.0
popinjays,2,2,noun,2,2,13179.0
waybills,2,2,noun,2,2,13165.0
valedictorians,2,2,noun,2,2,13163.0
shirks,3,2,noun.verb,2.1,2,13160.0
unpreparedness,2,1,noun,2,2,13154.0
incorruptibility,2,2,noun,2,2,13132.0
thujone,2,1,noun,2,2,13119.0
hattery,2,1,noun,2,2,13099.0
secretiveness,2,2,noun,2,2,13074.0
bullheads,2,2,noun,2,2,13065.0
prearrangement,2,2,noun,2,2,13035.0
sleave,2,2,noun,2,2,13015.0
detune,2,1,noun,2,2,13009.0
reichsmark,2,2,noun,2,2,12957.0
lifebuoy,3,2,noun.name,2.1,2,12946.0
likability,2,2,noun,2,2,12807.0
sexists,2,2,noun,2,2,12779.0
greyer,3,3,noun.adjective,2.1,2,12777.0
tahitians,2,2,noun,2,2,12764.0
freudians,2,2,noun,2,2,12746.0
eminences,2,2,noun,2,2,12734.0
all,263255,8279,determiner.adverb.adjective.noun,162254.97871.44.1,1,2022459848.0
more,66228,8177,determiner.adverb.noun,36781.29364.1,1,1544771673.0
free,9054,4278,adjective.verb.noun,8013.1007.1,1,1014107316.0
may,26080,6667,verb.name.noun,24597.1472.1,1,827822032.0
which,24339,6653,determiner.noun,24298.1,1,810514085.0
any,56068,8049,determiner.adverb.noun,54395.1604.1,1,710741293.0
only,55269,8118,adverb.adjective.noun.conjunction,33314.21882.1.1,1,661844114.0
c,4675,1972,letter.name.adverb.number.noun,593.425.8.1.1,1,596623239.0
first,42869,7861,number.adverb.name.noun,41523.1289.11.1,1,578161543.0
should,54159,8129,verb.noun,61902.1,1,402028056.0
add,1686,1329,verb.noun,1681.1,1,387231739.0
off,60155,8058,adverb.preposition.adjective.noun,42420.17363.332.1,1,284035693.0
send,9169,4250,verb.noun,9164.1,1,274103587.0
between,8932,4654,preposition.adverb.adjective.noun,8585.291.30.1,1,255436698.0
him,177710,8254,pronoun.noun,176868.1,1,219516023.0
every,28007,7209,article.adverb.noun,27928.42.1,1,189325890.0
little,73766,8072,adjective.adverb.determiner.name.noun,46077.23682.3524.394.1,1,187142519.0
canada,550,292,name.noun,548.1,1,177153952.0
select,180,160,verb.adjective.noun,116.63.1,1,168673045.0
really,76508,7956,adverb.noun,76476.1,1,162033390.0
hot,9682,4209,adjective.adverb.noun,9598.70.1,1,159287179.0
medical,2774,1541,adjective.noun,2770.1,1,155254497.0
less,5666,3527,adverb.determiner.preposition.noun,2832.2772.55.1,1,145430147.0
texas,1429,508,name.noun,1427.1,1,129399241.0
always,33418,7495,adverb.noun.name,33384.1.1,1,127634767.0
faq,1,1,noun,1,1,110323671.0
further,2690,1813,adverb.adjective.verb.noun,1328.1317.39.1,1,109528141.0
specific,908,743,adjective.noun,906.1,1,107785779.0
daily,797,588,adjective.adverb.name.noun,563.134.99.1,1,105837757.0
due,2275,1712,adjective.preposition.adverb.noun,1624.635.16.1,1,104908310.0
says,16356,5926,verb.noun,16346.1,1,103697915.0
direct,1226,931,adjective.verb.adverb.noun,843.333.48.1,1,102234090.0
apr,2,2,noun,1,1,98081439.0
written,2247,1548,verb.adjective.noun,2086.160.1,1,98056850.0
together,19553,6450,adverb.noun,19520.1,1,94113765.0
received,1436,1086,verb.adjective.noun,1419.14.1,1,90037485.0
jun,80,27,name.verb.noun,73.1.1,1,89154690.0
registered,517,412,verb.adjective.noun,380.133.1,1,88506935.0
wide,1214,982,adjective.adverb.noun,770.443.1,1,87661475.0
taken,7071,4027,verb.adjective.noun,7016.44.1,1,87019836.0
enough,25568,7159,adverb.determiner.noun,19233.6302.1,1,83592616.0
designed,894,681,verb.noun.adjective,892.1.1,1,83559486.0
oh,167781,8019,interjection.noun,166701.1,1,81258789.0
started,9566,4727,verb.noun,9553.1,1,77515342.0
needed,4818,3101,verb.adjective.noun,4814.2.1,1,76528079.0
ny,51,34,name.adjective.noun,39.4.1,1,75993177.0
lost,13974,5685,verb.adjective.noun,12137.1827.1,1,74748656.0
according,2135,1571,preposition.verb.conjunction.noun.adjective,2113.15.4.1.1,1,72553085.0
actually,16439,5486,adverb.noun,16406.1,1,69444655.0
nice,33125,7094,adjective.adverb.name.noun,31709.1306.73.1,1,69395609.0
shown,723,640,verb.noun,722.1,1,68755779.0
almost,9857,4950,adverb.noun,9845.1,1,66395121.0
physical,1386,1022,adjective.noun,1383.1,1,64090052.0
happy,16993,5531,adjective.noun,16959.1,1,63471922.0
regular,1727,1330,adjective.noun,1723.1,1,62308697.0
recently,1328,1084,adverb.noun,1328.1,1,61635402.0
carolina,316,157,name.noun,310.1,1,60817800.0
paid,4369,2639,verb.adjective.noun,4261.96.1,1,60294928.0
wrote,3629,2021,verb.noun,3623.1,1,56421594.0
positive,1613,1170,adjective.noun,1612.1,1,56132270.0
asia,270,184,name.noun,269.1,1,55979169.0
int,2,2,noun,1,1,54000221.0
modified,100,83,verb.adjective.noun,55.42.1,1,52557860.0
pretty,20003,6344,adverb.adjective.noun,14061.5919.1,1,51621090.0
enjoy,4222,2769,verb.noun,4222.1,1,50141455.0
civil,813,571,adjective.noun,811.1,1,49495349.0
dead,22898,5926,adjective.adverb.name.noun,21730.1111.31.1,1,48384167.0
poor,6583,3224,adjective.noun,6569.1,1,48053008.0
georgia,918,256,name.noun,917.1,1,47898290.0
sometimes,9129,4393,adverb.noun,9110.1,1,47402973.0
interesting,4421,2753,adjective.verb.noun,4402.15.1,1,46983244.0
gives,3290,2368,verb.noun,3294.1,1,45649146.0
changed,5148,3188,verb.adjective.noun,5047.88.1,1,45453557.0
begin,2906,2013,verb.noun,2899.1,1,45434902.0
illinois,90,76,name.noun,88.1,1,44214414.0
accept,2692,1861,verb.noun,2692.1,1,43171429.0
developing,286,254,verb.adjective.noun,222.62.1,1,42769271.0
ringtones,2,2,verb.noun,1.1,1,42455942.0
perhaps,6939,2926,adverb.noun,6944.1,1,42450144.0
functional,139,119,adjective.noun,138.1,1,41862937.0
kansas,614,256,name.noun,603.1,1,39910915.0
arizona,564,268,name.noun,563.1,1,39283012.0
di,188,107,name.unclassified.noun,109.81.1,1,38771183.0
