Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Verb_freq
reemphasize,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Adjective,1.1,1
reenlarged,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reeving,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reexperiencing,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
refaced,1,1,0,0,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
refamiliarize,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reffed,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
refight,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
refiled,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
refinance,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
refinancing,4,3,4,3,0.08,0.699,0.04,0.6021,Noun,2.0,0.5,Noun.Verb.Adjective,2.1.1,1
refinish,2,2,1,1,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Noun,1.1,1
refolded,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reforge,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
refracts,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reframes,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reframing,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
refuting,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
regear,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
regenerating,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reget,2,1,0,0,0.04,0.4771,0.01,0.301,Verb,1.0,0.5,Verb.Name,1.1,1
regift,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
regimented,4,4,4,4,0.08,0.699,0.05,0.699,Adjective,3.0,0.75,Adjective.Verb,3.1,1
regiven,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reglaze,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reglazed,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reglove,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
regrew,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
regrowing,1,1,0,0,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
regularize,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rehabbed,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rehabbing,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rehashed,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rehearses,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reheats,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rehydrating,2,2,1,1,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Name,1.1,1
rehypnotized,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reignite,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reimagine,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reimpose,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reincarnating,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reining,1,1,0,0,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reinitialize,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reinitializing,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reinject,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reinjures,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reinserted,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reinserting,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reinstalling,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reinstates,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reinstituted,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reinsure,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reintegrate,1,1,0,0,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reinvents,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reinvestigated,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reinvestigating,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reinvolved,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reivers,2,1,2,1,0.04,0.4771,0.01,0.301,Verb,1.0,0.5,Verb.Noun,1.1,1
rejig,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rejoins,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rejuvenates,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rekindles,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
relabel,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
relabeling,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
relapsing,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
relationships,609,474,556,447,11.94,2.7853,5.65,2.6767,Noun,608.0,1.0,Noun.Verb,608.1,1
relaunching,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
relegate,2,1,2,1,0.04,0.4771,0.01,0.301,Verb,1.0,0.5,Verb.Noun,1.1,1
relevent,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
relined,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
remanding,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
remapping,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
remastered,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rematerialize,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rematerializing,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
remedying,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
remelt,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reminisced,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reminisces,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
remodulated,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
remodulating,1,1,0,0,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
remold,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
remonstrating,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
remounts,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Noun,1.1,1
renumbering,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reoccurs,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Noun,1.1,1
reoffering,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reordered,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reordering,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reorders,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reorganising,1,1,0,0,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reorganizes,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reorientating,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reoriented,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
repacked,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
repaneling,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
repaper,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
repaved,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
repaving,4,3,4,3,0.08,0.699,0.04,0.6021,Adjective,2.0,0.5,Adjective.Verb.Noun,2.1.1,1
replating,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
replays,6,6,6,6,0.12,0.8451,0.07,0.8451,Noun,5.0,0.83,Noun.Verb,5.1,1
replotted,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
replowing,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reportage,6,4,5,4,0.12,0.8451,0.05,0.699,Noun,5.0,0.83,Noun.Verb,5.1,1
reposes,2,1,1,1,0.04,0.4771,0.01,0.301,Verb,1.0,0.5,Verb.Noun,1.1,1
repossesses,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
repot,3,3,3,3,0.06,0.6021,0.04,0.6021,Noun,2.0,0.67,Noun.Verb,2.1,1
repower,1,1,0,0,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
repowering,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
represses,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
repricing,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reprieves,3,2,3,2,0.06,0.6021,0.02,0.4771,Noun,2.0,0.67,Noun.Verb,2.1,1
reproaching,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reprobate,11,11,11,11,0.22,1.0792,0.13,1.0792,Noun,10.0,0.91,Noun.Verb,10.1,1
reprobated,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reprocessed,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reproved,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reproving,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Adjective,1.1,1
republish,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
repudiates,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
repulsing,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
repurchased,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
repurchasing,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
repurified,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
req,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,2.0,0.67,Adjective.Verb,2.1,1
requisitioning,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rerate,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rereads,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reroutes,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rescore,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rescored,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reseat,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
resentencing,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reshake,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reshaping,4,3,4,3,0.08,0.699,0.04,0.6021,Noun,3.0,0.75,Noun.Verb,3.1,1
reshingle,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reshod,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reshoe,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reshoeing,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
resilvering,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
resize,1,1,0,0,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
resizing,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
resoled,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
resorb,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
resounded,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
resp,4,4,2,2,0.08,0.699,0.05,0.699,Noun,2.0,0.67,Noun.Verb,2.1,1
respired,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
respite,24,22,23,21,0.47,1.3979,0.26,1.3617,Noun,23.0,0.96,Noun.Verb,23.1,1
restack,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
restaffing,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
restamp,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
restated,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
restates,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
restating,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
restitch,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Noun,1.1,1
restring,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
restyled,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
resubmitted,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
resubscribe,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
resurged,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
resynchronized,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
retailing,4,4,4,4,0.08,0.699,0.05,0.699,Noun,3.0,0.75,Noun.Verb,3.1,1
retaliates,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
retape,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
retaped,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
retarding,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
retasted,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
retell,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
retelling,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Noun,1.1,1
retiling,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
retore,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
retorted,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
retorts,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Noun,1.1,1
retrack,1,1,0,0,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
retransmit,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
retrench,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
retried,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
retrocede,1,1,0,0,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
retrying,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
retying,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
retype,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Noun,1.1,1
retyped,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reunify,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reupholstered,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
revalue,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
revamping,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Noun,1.1,1
revarnished,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reveled,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
revelled,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
revelling,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Adjective,1.1,1
reverberated,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reverify,1,1,0,0,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
revises,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
revivified,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
revoices,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
revote,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Noun,1.1,1
rewash,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reweaving,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rewed,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reweigh,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
reworded,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rewrap,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rewrapped,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rhodamine,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
ribs,426,302,398,291,8.35,2.6304,3.6,2.4814,Noun,423.0,1.0,Noun.Verb,423.1,1
ridded,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
riddles,93,65,80,61,1.82,1.9731,0.77,1.8195,Noun,91.0,0.98,Noun.Verb.Name,91.1.1,1
riffing,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
riffs,10,6,5,5,0.2,1.0414,0.07,0.8451,Noun,9.0,0.9,Noun.Verb,9.1,1
rifted,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rigel,8,5,0,0,0.16,0.9542,0.06,0.7782,Name,6.0,0.75,Name.Verb.Noun,6.1.1,1
rim,125,95,103,80,2.45,2.1004,1.13,1.9823,Noun,121.0,0.98,Noun.Name.Verb,121.2.1,1
rimrock,1,1,0,0,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
ringleader,27,27,26,26,0.53,1.4472,0.32,1.4472,Noun,26.0,0.96,Noun.Verb,26.1,1
ringtail,3,1,3,1,0.06,0.6021,0.01,0.301,Noun,2.0,0.67,Noun.Verb,2.1,1
ringtailed,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
ringtones,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Noun,1.1,1
ripost,1,1,0,0,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
ritter,30,17,1,1,0.59,1.4914,0.2,1.2553,Name,19.0,0.68,Name.Noun.Verb,19.8.1,1
ritualize,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rivage,4,1,0,0,0.08,0.699,0.01,0.301,Name,3.0,0.75,Name.Verb,3.1,1
rivalled,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rived,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
riven,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
riverbank,34,24,33,24,0.67,1.5441,0.29,1.3979,Noun,32.0,0.94,Noun.Verb.Name,32.1.1,1
rives,1,1,0,0,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rivets,20,18,20,18,0.39,1.3222,0.21,1.2788,Noun,19.0,0.95,Noun.Verb,19.1,1
riving,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
roanoke,8,5,0,0,0.16,0.9542,0.06,0.7782,Name,6.0,0.75,Name.Verb.Noun,6.1.1,1
rockabye,4,3,0,0,0.08,0.699,0.04,0.6021,Noun,3.0,0.75,Noun.Verb,3.1,1
rockslide,6,3,5,3,0.12,0.8451,0.04,0.6021,Noun,5.0,0.83,Noun.Verb,5.1,1
roguish,7,7,6,6,0.14,0.9031,0.08,0.9031,Adjective,6.0,0.86,Adjective.Verb,6.1,1
roil,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
roister,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
roistered,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,1.0,Verb,1,1
roistering,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rollerskating,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
romanticised,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rond,2,1,1,1,0.04,0.4771,0.01,0.301,Verb,1.0,0.5,Verb.Noun,1.1,1
roof,1818,1148,1766,1120,35.65,3.2598,13.69,3.0603,Noun,1815.0,1.0,Noun.Verb.Name,1815.1.1,1
roofing,13,10,13,10,0.25,1.1461,0.12,1.0414,Noun,12.0,0.92,Noun.Verb,12.1,1
ropes,303,229,295,224,5.94,2.4829,2.73,2.3617,Noun,302.0,1.0,Noun.Verb,302.1,1
rosebush,5,5,4,4,0.1,0.7782,0.06,0.7782,Noun,3.0,0.75,Noun.Verb,3.1,1
rosed,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
ross,1486,310,2,2,29.14,3.1723,3.7,2.4928,Name,1480.0,1.0,Name.Verb.Noun,1480.1.1,1
rotenone,9,3,8,3,0.18,1.0,0.04,0.6021,Noun,8.0,0.89,Noun.Verb,8.1,1
rother,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rototilled,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
roughnecked,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
roughnecking,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
roundelay,6,4,6,4,0.12,0.8451,0.05,0.699,Noun,5.0,0.83,Noun.Verb,5.1,1
roundish,1,1,0,0,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rousing,25,24,24,23,0.49,1.415,0.29,1.3979,Adjective,24.0,0.96,Adjective.Verb,24.1,1
rousts,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
routs,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
roves,1,1,0,0,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
roving,38,30,32,28,0.75,1.5911,0.36,1.4914,Adjective,37.0,0.97,Adjective.Verb,37.1,1
rucked,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rues,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
ruinated,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
ruminates,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rumormonger,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
rumple,7,3,0,0,0.14,0.9031,0.04,0.6021,Name,6.0,0.86,Name.Verb,6.1,1
rusticating,1,1,0,0,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
sab,3,3,1,1,0.06,0.6021,0.04,0.6021,Verb,1.0,0.33,Verb.Noun.Name,1.1.1,1
sabering,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
sabers,12,10,8,7,0.24,1.1139,0.12,1.0414,Noun,11.0,0.92,Noun.Verb,11.1,1
sacrify,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
saddlebag,13,12,12,11,0.25,1.1461,0.14,1.1139,Noun,11.0,0.85,Noun.Verb.Name,11.1.1,1
sade,53,27,0,0,1.04,1.7324,0.32,1.4472,Name,49.0,0.96,Name.Verb.Noun,49.1.1,1
safetied,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
safflower,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Noun,1.1,1
sagged,1,1,1,1,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
saim,1,1,0,0,0.02,0.301,0.01,0.301,Verb,1.0,1.0,Verb,1,1
