Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Adverb_freq
identically,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
illicitly,2,2,1,1,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
immaculately,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
imprudently,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
inanely,2,1,2,1,0.04,0.4771,0.01,0.301,Adverb,2.0,1.0,Adverb,2,2
incalculably,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
incestuously,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
incompetently,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
inconveniently,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
incorrigibly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
incrementally,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
indignantly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
ineffectually,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
inefficiently,2,2,1,1,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
infra,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
inimitably,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
inopportunely,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,2.0,1.0,Adverb,2,2
insensitively,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
insidiously,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
insufficiently,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
intolerably,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
intriguingly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
inversely,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
irredeemably,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
item,628,432,521,407,12.31,2.7987,5.15,2.6365,Noun,626.0,1.0,Noun.Adverb,626.2,2
jingly,3,3,1,1,0.06,0.6021,0.04,0.6021,Adverb,2.0,0.67,Adverb.Name,2.1,2
killy,2,2,0,0,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
lally,9,3,2,1,0.18,1.0,0.04,0.6021,Name,7.0,0.78,Name.Adverb,7.2,2
lamentably,2,2,0,0,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
laughably,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
lavishly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
lbw,2,2,0,0,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
leeward,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
lewdly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
lifelessly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
lingeringly,2,1,2,1,0.04,0.4771,0.01,0.301,Adverb,2.0,1.0,Adverb,2,2
listlessly,2,2,1,1,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
loco,101,79,72,61,1.98,2.0086,0.94,1.9031,Noun,86.0,0.85,Noun.Adjective.Verb.Adverb,86.7.6.2,2
logistically,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
longingly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
lubberly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
lully,3,1,0,0,0.06,0.6021,0.01,0.301,Adverb,2.0,0.67,Adverb.Name,2.1,2
lustily,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
luxuriously,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
malignantly,2,1,2,1,0.04,0.4771,0.01,0.301,Adverb,2.0,1.0,Adverb,2,2
manfully,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
manically,2,1,2,1,0.04,0.4771,0.01,0.301,Adverb,2.0,1.0,Adverb,2,2
meantime,769,684,692,622,15.08,2.8865,8.15,2.8357,Noun,767.0,1.0,Noun.Adverb,767.2,2
melodically,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
metamorphically,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
midstream,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
monthly,152,134,129,116,2.98,2.1847,1.6,2.1303,Adjective,140.0,0.93,Adjective.Noun.Adverb,140.9.2,2
moodily,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
movingly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
murderously,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
mutely,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
mystically,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
naively,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
noiselessly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
numerically,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
obediently,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
obliquely,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
obnoxiously,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
offensively,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
officiously,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
opportunely,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
orly,8,5,0,0,0.16,0.9542,0.06,0.7782,Name,6.0,0.75,Name.Adverb,6.2,2
outfly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
outstandingly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
overleaf,2,1,0,0,0.04,0.4771,0.01,0.301,Adverb,2.0,1.0,Adverb,2,2
parabolically,2,1,2,1,0.04,0.4771,0.01,0.301,Adverb,2.0,1.0,Adverb,2,2
paradoxically,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
parenthetically,2,2,1,1,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
parentis,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
patriotically,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
photographically,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
pictorially,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
picturesquely,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
pigheadedly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
pitilessly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
pleasingly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
pointedly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
preferentially,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
preposterously,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
primitively,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
prohibitively,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
proportionately,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
proverbially,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
provisionally,2,2,1,1,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
prudently,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
psychopathically,2,2,0,0,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
quasi,24,4,1,1,0.47,1.3979,0.05,0.699,Adjective,21.0,0.91,Adjective.Adverb,21.2,2
questionably,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
rapturously,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
rata,4,4,3,3,0.08,0.699,0.05,0.699,Adverb,2.0,0.67,Adverb.Noun,2.1,2
regally,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
reproductively,2,1,2,1,0.04,0.4771,0.01,0.301,Adverb,2.0,1.0,Adverb,2,2
repulsively,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
ritually,2,1,2,1,0.04,0.4771,0.01,0.301,Adverb,2.0,1.0,Adverb,2,2
roaringly,2,2,1,1,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
roundly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
ruddy,36,26,32,22,0.71,1.5682,0.31,1.4314,Adjective,34.0,0.94,Adjective.Adverb,34.2,2
ruffly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
sadistically,3,3,3,3,0.06,0.6021,0.04,0.6021,Adverb,2.0,1.0,Adverb,2,2
scholastically,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
screamingly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
sealy,3,2,0,0,0.06,0.6021,0.02,0.4771,Adverb,2.0,0.67,Adverb.Name,2.1,2
seasonally,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
seaward,6,5,4,4,0.12,0.8451,0.06,0.7782,Adjective,4.0,0.67,Adjective.Adverb,4.2,2
senselessly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
sentimentally,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
singlehandedly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
situ,6,4,3,3,0.12,0.8451,0.05,0.699,Name,3.0,0.5,Name.Adverb.Noun,3.2.1,2
situationally,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
sixish,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
slavishly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
sleepily,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
smashingly,2,1,1,1,0.04,0.4771,0.01,0.301,Adverb,2.0,1.0,Adverb,2,2
sniffly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
sonically,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
soulfully,2,2,1,1,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
soundlessly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
spatially,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
speckly,2,1,1,1,0.04,0.4771,0.01,0.301,Adverb,2.0,1.0,Adverb,2,2
stiffly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
stoutly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
straggly,3,2,3,2,0.06,0.6021,0.02,0.4771,Adverb,2.0,0.67,Adverb.Adjective,2.1,2
suggestively,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
superfluously,2,2,1,1,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
suppositionally,2,1,2,1,0.04,0.4771,0.01,0.301,Adverb,2.0,1.0,Adverb,2,2
synthetically,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
tardily,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
temperamentally,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
temporally,3,3,2,2,0.06,0.6021,0.04,0.6021,Adverb,2.0,0.67,Adverb.Name,2.1,2
tenaciously,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
tenuously,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
theatrically,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
thematically,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
therapeutically,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
therewith,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
thrillingly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
tilly,51,18,2,2,1.0,1.716,0.21,1.2788,Name,48.0,0.96,Name.Adverb,48.2,2
timidly,2,2,1,1,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
tiresomely,2,1,1,1,0.04,0.4771,0.01,0.301,Adverb,2.0,1.0,Adverb,2,2
tolerantly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
treacherously,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
twentyfold,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
unarguably,2,2,1,1,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
unconscionably,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
undyingly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
unevenly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
unexplainably,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
unfailingly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
unfashionably,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
unflinchingly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
unjustifiably,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
unpleasantly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
unpriestly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
unremittingly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
unreservedly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
unstably,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
unwisely,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
vigilantly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
wealthily,2,1,2,1,0.04,0.4771,0.01,0.301,Adverb,2.0,1.0,Adverb,2,2
whitely,12,4,0,0,0.24,1.1139,0.05,0.699,Name,10.0,0.83,Name.Adverb,10.2,2
wretchedly,2,2,1,1,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
wriggly,4,3,4,3,0.08,0.699,0.04,0.6021,Adverb,2.0,0.5,Adverb.Adjective,2.2,2
wryly,2,2,1,1,0.04,0.4771,0.02,0.4771,Adverb,2.0,1.0,Adverb,2,2
yon,40,35,35,31,0.78,1.6128,0.42,1.5563,Determiner,37.0,0.95,Determiner.Adverb,37.2,2
aboriginally,1,1,0,0,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
abortively,1,1,0,0,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
abysmally,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
acoustically,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
actuarially,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
advertently,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
affectedly,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
aforehand,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
alchemically,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
algorithmically,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
alternatingly,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
altruistically,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
ambitiously,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
amusedly,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
anciently,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
anecdotally,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
anteriorly,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
anticlockwise,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,1.0,0.5,Adverb.Adjective,1.1,1
appreciably,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
approximatively,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
archetypally,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
archetypically,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
ardently,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
artlessly,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
astoundingly,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
asynchronously,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
athletically,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
atypically,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
auditorily,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
austerely,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
authoritatively,1,1,0,0,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
aways,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,1.0,0.5,Noun.Adverb,1.1,1
axiomatically,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
basely,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
bashfully,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
beggarly,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
belligerently,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
beneficially,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,1.0,1.0,Adverb,1,1
benevolently,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
betwixt,12,9,12,9,0.24,1.1139,0.11,1.0,Preposition,11.0,0.92,Preposition.Adverb,11.1,1
bewitchingly,1,1,0,0,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
biographically,1,1,0,0,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
biometrically,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
blandly,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
bloodily,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
bluely,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
bodaciously,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
boisterously,2,2,1,1,0.04,0.4771,0.02,0.4771,Name,1.0,0.5,Name.Adverb,1.1,1
bolly,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
boringly,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
botfly,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
bountifully,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
brashly,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
brassily,1,1,0,0,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
buxomly,3,1,0,0,0.06,0.6021,0.01,0.301,Name,2.0,0.67,Name.Adverb,2.1,1
calamitously,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
calculably,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
calculatedly,1,1,0,0,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
calorically,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
capella,7,3,2,2,0.14,0.9031,0.04,0.6021,Name,4.0,0.57,Name.Noun.Adverb.Adjective,4.1.1.1,1
carnally,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
catalytically,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
catastrophically,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
cathartically,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
cerebrally,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
ceremonially,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
chastely,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
chillingly,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
cinematographically,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
circumstantially,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
clammily,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
clandestinely,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
clownishly,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
cogently,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
collaterally,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
colourfully,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
comedically,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
commendably,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
compatibly,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
complacently,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
complexly,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
concordantly,1,1,0,0,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
concretely,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
concussively,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
consensually,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
considerately,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
consummately,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
contagiously,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
contemporaneously,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
contemptibly,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
contextually,1,1,0,0,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
contritely,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
controversially,1,1,1,1,0.02,0.301,0.01,0.301,Adverb,1.0,1.0,Adverb,1,1
