Word,Subt_freq,Film_freq,All_PoS,PoS_freqs,Adjective_freq,Web_freq
mean,63443,8032,verb.adjective.noun,61291.1956.151,1956,80312172.0
jealous,1952,1207,adjective,1948,1948,2229501.0
national,1946,1131,adjective.noun,1940.2,1940,266376620.0
incredible,1928,1332,adjective,1929,1929,11261994.0
general,5885,1589,noun.adjective.adverb.name,3770.1899.185.22,1899,311757793.0
correct,2292,1504,adjective.verb,1889.400,1889,44467948.0
cheap,1848,1304,adjective.adverb,1837.7,1837,97049762.0
hurt,12564,5123,verb.adjective.noun,10702.1829.26,1829,12936269.0
legal,1821,1200,adjective.noun,1827.2,1827,142048771.0
lost,13974,5685,verb.adjective.noun,12137.1827.1,1827,74748656.0
brilliant,1826,1181,adjective,1825,1825,10302824.0
later,14889,5951,adverb.adjective.noun,13048.1824.2,1824,84857974.0
aware,1818,1356,adjective.noun,1814.3,1814,25700328.0
double,3198,1972,adjective.noun.verb.adverb.name,1809.806.464.113.3,1809,77287578.0
top,6805,3606,noun.adjective.preposition.verb.name,3655.1807.1111.226.2,1807,484213771.0
rough,1907,1449,adjective.verb.adverb,1805.96.4,1805,11557184.0
romantic,1794,1161,adjective,1793,1793,13055842.0
powerful,1791,1218,adjective,1790,1790,33538932.0
still,40225,7811,adverb.adjective.noun,38402.1777.21,1777,190433487.0
exciting,1776,1285,adjective.verb,1764.9,1764,16900145.0
familiar,1760,1388,adjective,1761,1761,16390724.0
regular,1727,1330,adjective.noun,1723.1,1723,62308697.0
social,1703,1135,adjective,1709,1709,139566375.0
sexual,1693,913,adjective,1689,1689,33595660.0
handsome,1684,1136,adjective,1683,1683,3742080.0
dry,2184,1537,adjective.verb,1679.503,1679,31744277.0
well,152523,8146,adverb.adjective.noun.preposition.name.verb,149100.1674.1004.689.21.4,1674,362082755.0
junior,1825,818,adjective.noun.name,1669.136.16,1669,28857539.0
common,2275,1652,adjective.adverb.preposition.noun,1662.537.72.2,1662,107839275.0
tall,1649,1144,adjective,1645,1645,14323697.0
tiny,1643,1092,adjective,1639,1639,17298541.0
soft,1633,1211,adjective,1631,1631,39440877.0
due,2275,1712,adjective.preposition.adverb.noun,1624.635.16.1,1624,104908310.0
positive,1613,1170,adjective.noun,1612.1,1612,56132270.0
weak,1607,1181,adjective,1606,1606,13347842.0
professional,1646,1173,adjective.noun,1605.40,1605,123162607.0
total,1920,1409,adjective.noun.verb.name,1603.290.26.1,1603,222649459.0
yellow,1724,1019,adjective.noun.name.verb,1602.64.33.12,1602,82024459.0
awesome,1600,873,adjective,1597,1597,15350104.0
straight,6244,3590,adverb.adjective.noun.name,4648.1593.2.1,1593,32551647.0
light,8425,3924,noun.adjective.verb.preposition.adverb.name,5589.1591.1067.145.14.3,1591,126699632.0
past,6312,3633,noun.preposition.adjective.adverb,2191.1947.1585.584,1585,105625616.0
involved,3465,2164,verb.adjective,1882.1584,1584,59408103.0
wet,2000,1405,adjective.verb,1557.441,1557,23918294.0
upset,3800,2354,verb.adjective.noun,2256.1540.3,1540,5544484.0
english,3777,2007,noun.adjective.name.verb,2025.1533.29.4,1533,172371546.0
fast,7010,3808,adverb.adjective.noun,5461.1533.5,1533,93941472.0
sexy,1529,913,adjective,1533,1533,56756180.0
obvious,1508,1201,adjective,1507,1507,15533662.0
live,17574,6052,verb.adjective.adverb.noun,15629.1501.428.6,1501,166005029.0
brave,1617,1111,adjective.verb.noun,1497.84.33,1497,5221356.0
unbelievable,1500,1100,adjective,1495,1495,2491299.0
fake,1853,1107,adjective.verb.noun,1490.333.24,1490,10088583.0
loose,2131,1508,adjective.adverb.verb.noun,1466.300.212.150,1466,12556710.0
russian,1501,549,adjective.noun.name,1442.44.13,1442,45322858.0
decent,1433,1106,adjective.noun,1432.1,1432,8075752.0
ill,1085,698,name.adjective.adverb.noun,1650.1429.306.2,1429,16143967.0
bloody,1962,899,adjective.adverb.noun,1428.530.1,1428,5559606.0
expensive,1425,1107,adjective,1424,1424,17840023.0
of,590439,8375,preposition.adverb.adjective.conjunction.noun.name,553506.34686.1413.156.19.15,1413,13151942776.0
original,1440,1048,adjective.noun,1411.27,1411,113453183.0
charming,1434,946,adjective.verb.noun,1411.10.6,1411,5553134.0
clever,1391,957,adjective,1395,1395,4865097.0
ashamed,1396,1031,adjective,1394,1394,1932143.0
wise,1452,1046,adjective.name,1389.62,1389,13299902.0
physical,1386,1022,adjective.noun,1383.1,1383,64090052.0
broken,3634,2409,verb.adjective,2247.1382,1382,31399439.0
fact,8801,4369,noun.adjective,7423.1380,1380,93807963.0
matter,18900,6242,noun.verb.determiner.adjective.adverb.pronoun,10513.4277.1521.1380.1103.89,1380,66632805.0
pink,1452,812,adjective.noun.verb.name,1375.68.4.3,1375,41704519.0
disgusting,1357,990,adjective,1357,1357,1363181.0
grateful,1355,1000,adjective,1354,1354,5901215.0
usual,1899,1475,adjective.adverb,1347.555,1347,17044981.0
curious,1337,1027,adjective.noun,1337.1,1337,8460088.0
scary,1336,920,adjective,1337,1337,5571680.0
available,1323,1069,adjective.noun,1320.2,1320,379644437.0
further,2690,1813,adverb.adjective.verb.noun,1328.1317.39.1,1317,109528141.0
desperate,1310,981,adjective,1310,1310,9350873.0
missing,4484,2626,verb.adjective,3174.1306,1306,35813046.0
boring,1398,1012,adjective.verb,1303.97,1303,6590871.0
senior,1339,774,adjective.noun.name,1300.36.1,1300,56934903.0
complicated,1385,1055,adjective.verb,1292.90,1292,8423441.0
pleased,1455,1101,adjective.verb,1291.162,1291,13215862.0
proper,1289,972,adjective,1288,1288,28099582.0
friendly,1328,986,adjective.noun.name,1282.25.14,1282,64542291.0
pure,1271,952,adjective,1277,1277,22826920.0
british,1283,531,adjective.name,1274.9,1274,70912501.0
super,1336,798,adjective.noun.name,1270.49.3,1270,66703287.0
negative,1308,843,adjective.noun.name,1266.38.1,1266,30504487.0
higher,1420,1023,adjective.adverb,1264.153,1264,82515596.0
magic,2687,1223,noun.adjective.name,1411.1264.10,1264,36676771.0
central,1262,788,adjective,1260,1260,113841948.0
healthy,1262,990,adjective,1260,1260,30360623.0
attractive,1256,881,adjective,1251,1251,11857523.0
pathetic,1234,931,adjective,1233,1233,1892242.0
outside,8671,4429,adverb.preposition.adjective.noun.name,4675.2679.1227.81.1,1227,67415846.0
odd,1226,917,adjective,1224,1224,11871958.0
gorgeous,1227,889,adjective,1224,1224,7921525.0
younger,1257,944,adjective.name,1215.41,1215,11971094.0
unusual,1210,931,adjective,1210,1210,12459909.0
lousy,1210,884,adjective.adverb,1207.5,1207,1095083.0
illegal,1199,857,adjective.noun,1198.1,1198,21046606.0
popular,1177,849,adjective,1184,1184,116495721.0
royal,1185,506,adjective.name,1184.1,1184,45407189.0
golden,1187,757,adjective,1184,1184,34416555.0
living,7983,4108,verb.noun.adjective.name,4129.2663.1175.1,1175,107215961.0
federal,1173,672,adjective,1171,1171,97837595.0
silent,1173,785,adjective,1171,1171,12768385.0
easier,2012,1644,adjective.adverb,1161.849,1161,26857423.0
nasty,1151,897,adjective,1150,1150,7434847.0
sensitive,1149,909,adjective,1148,1148,18984710.0
joint,1405,898,adjective.noun,1146.259,1146,38827057.0
brown,3066,1290,name.adjective.noun.verb,1890.1144.23.3,1144,64112042.0
precious,1191,817,adjective.adverb.noun,1140.50.1,1140,9529904.0
foreign,1137,749,adjective,1137,1137,67443436.0
particular,1423,1096,adjective.adverb.noun.name,1129.281.10.2,1129,72056920.0
rude,1125,885,adjective,1121,1121,3672620.0
political,1115,646,adjective,1116,1116,82021775.0
exact,1154,948,adjective.verb,1116.38,1116,22304937.0
awake,1362,1016,adjective.verb,1105.257,1105,3230337.0
alright,4044,671,adverb.adjective,2939.1104,1104,3632981.0
ancient,1105,738,adjective.noun,1102.2,1102,23226415.0
delicious,1098,854,adjective,1097,1097,7521332.0
miserable,1096,854,adjective,1096,1096,2087452.0
likely,1314,1041,adjective.adverb,1094.218,1094,55669441.0
fancy,1777,1233,adjective.verb.noun.name,1093.457.204.19,1093,8777135.0
rare,1087,864,adjective,1084,1084,29722959.0
spanish,1130,606,adjective.noun.name.verb,1083.43.3.1,1083,46482449.0
emotional,1081,767,adjective,1080,1080,13160826.0
german,1624,566,adjective.noun.name,1067.556.2,1067,53710784.0
capable,1062,857,adjective.noun,1064.1,1064,16380415.0
pleasant,1072,806,adjective.name,1063.7,1063,11587208.0
false,1078,826,adjective.adverb,1062.12,1062,33476460.0
embarrassing,1165,926,adjective.verb,1042.120,1042,1712216.0
kind,30125,7317,noun.adverb.adjective,21140.7926.1040,1040,70420316.0
fabulous,1046,679,adjective,1037,1037,7135769.0
successful,1037,847,adjective,1035,1035,43041696.0
male,1731,1106,adjective.noun,1033.694,1033,66638842.0
giant,1380,861,adjective.noun,1029.344,1029,17098874.0
sharp,1213,911,adjective.name.adverb,1025.122.62,1025,24904199.0
official,1224,935,adjective.noun,1023.200,1023,103521037.0
useless,1017,766,adjective,1014,1014,4876437.0
round,3393,1895,adjective.adverb.noun.preposition.verb.name,1011.816.676.594.287.2,1011,61836702.0
disappointed,1124,928,adjective.verb,1005.118,1005,5284061.0
mental,1002,707,adjective,1003,1003,35674270.0
mighty,1355,785,adjective.adverb,979.376,979,7268735.0
chief,3973,1374,noun.adjective.name,2979.978.8,978,45699591.0
stronger,974,761,adjective,975,975,9076588.0
killed,14792,4422,verb.adjective,13816.974,974,23240536.0
ordinary,973,708,adjective,973,973,14494084.0
solid,998,781,adjective.noun,971.25,971,37426444.0
nuclear,968,379,adjective,968,968,33689967.0
female,1612,1037,adjective.noun.name,963.645.1,963,65407567.0
latest,955,819,adjective,954,954,131952173.0
longer,5046,3279,adverb.adjective,4096.948,948,54063969.0
thin,1029,803,adjective.verb.adverb,944.61.22,944,16007743.0
criminal,1758,1084,adjective.noun.name,938.805.2,938,33646918.0
cruel,936,690,adjective,938,938,4180956.0
reasonable,946,668,adjective.adverb.noun,929.14.1,929,26526175.0
modern,930,676,adjective,928,928,57030009.0
middle,4549,2957,noun.adjective.verb,3631.915.1,915,70164946.0
future,5278,2631,noun.adjective.name,4361.909.2,909,121844371.0
specific,908,743,adjective.noun,906.1,906,107785779.0
foolish,893,685,adjective,892,892,2314452.0
present,4562,2622,noun.verb.adjective.adverb,2468.1108.888.88,888,99420744.0
rotten,891,650,adjective,887,887,4883839.0
steady,1158,742,adjective.verb.adverb.noun,886.152.117.3,886,8194131.0
actual,884,706,adjective,882,882,42552937.0
prime,933,546,adjective.name.verb.noun,881.35.15.1,881,38308402.0
fit,2937,2090,verb.adjective.noun,1982.879.75,879,42342802.0
embarrassed,1093,834,adjective.verb,871.220,871,1549509.0
impressive,865,711,adjective,865,865,8963757.0
shy,937,694,adjective.verb.noun,862.67.5,862,4248699.0
electric,874,537,adjective.noun,857.15,857,48562078.0
generous,852,700,adjective,852,852,5698368.0
violent,850,679,adjective,847,847,10551326.0
direct,1226,931,adjective.verb.adverb.noun,843.333.48.1,843,102234090.0
gentle,844,630,adjective,843,843,6913935.0
unhappy,843,622,adjective,840,840,2736179.0
finest,840,695,adjective,839,839,9668295.0
filthy,838,594,adjective,839,839,1697059.0
bored,1029,785,adjective.verb.noun,838.190.1,838,5114852.0
lower,1417,1055,adjective.verb.adverb,836.522.56,836,72606927.0
plain,1113,832,adjective.noun.adverb,831.224.61,831,23747230.0
smooth,932,710,adjective.verb,824.107,824,18633567.0
closer,2329,1688,adverb.adjective,1502.822,822,15247535.0
suspicious,815,639,adjective,813,813,2975648.0
selfish,811,624,adjective,813,813,1867831.0
frightened,1186,794,adjective.verb,812.375,812,1584949.0
civil,813,571,adjective.noun,811.1,811,49495349.0
japanese,1312,518,adjective.noun.name,809.501.1,809,52320953.0
dying,3416,2084,verb.adjective,2607.807,807,9123557.0
current,869,671,adjective.noun,798.71,798,216987137.0
greater,819,634,adjective.name,797.23,797,55673859.0
valuable,795,667,adjective,796,796,17430646.0
uncomfortable,798,645,adjective,796,796,2989842.0
basic,794,614,adjective.name,787.5,787,84840226.0
sudden,1707,1310,adverb.adjective,927.780,780,6982423.0
unknown,774,589,adjective,774,774,48325930.0
patient,3246,1460,noun.adjective.name,2451.773.1,773,42560499.0
key,4430,2165,noun.adjective.name.verb,3517.771.71.65,771,136862835.0
painful,773,642,adjective,771,771,5591729.0
wide,1214,982,adjective.adverb.noun,770.443.1,770,87661475.0
extraordinary,771,587,adjective,769,769,8513936.0
starving,865,720,adjective.verb,767.98,767,1176943.0
mysterious,765,612,adjective,766,766,5252752.0
flying,2579,1501,verb.adjective.noun,1450.765.364,765,17948471.0
fascinating,769,617,adjective.verb,761.7,761,5694739.0
depressed,830,583,adjective.verb,761.69,761,3358586.0
tight,2597,1813,adverb.adjective,1825.758,758,17981854.0
cant,119,47,noun.adjective.name,847.758.87,758,8363193.0
urgent,758,568,adjective,757,757,6674221.0
financial,777,555,adjective.name,755.20,755,148330257.0
deaf,741,482,adjective,739,739,5774245.0
sore,765,569,adjective.noun,738.25,738,3330335.0
confused,1653,1268,verb.adjective,917.736,736,8673715.0
awkward,730,570,adjective,731,731,2013836.0
christian,811,412,adjective.name.noun,726.58.26,726,61873074.0
fellow,2987,1525,noun.adjective.name,2265.726.1,726,16497466.0
international,725,489,adjective,725,725,295639201.0
anxious,719,605,adjective,720,720,2984563.0
commercial,829,530,adjective.noun.name,716.112.1,716,90554932.0
sacred,715,497,adjective,715,715,9331652.0
skinny,713,456,adjective,713,713,3345336.0
remote,713,500,adjective,712,712,50683428.0
polite,711,592,adjective,710,710,2171161.0
religious,707,525,adjective,707,707,36046200.0
broke,5355,3149,verb.adjective,4646.706,706,10460811.0
jewish,702,350,adjective,701,701,22875236.0
broad,751,527,adjective.name.noun,697.34.20,697,21370126.0
similar,695,575,adjective,696,696,119150817.0
far,11259,5187,adverb.conjunction.adjective,8826.1731.694,694,93061804.0
unique,696,529,adjective,693,693,63116899.0
intelligent,689,543,adjective.noun,689.1,689,14136076.0
smaller,680,552,adjective.noun,678.1,678,24982548.0
dutch,761,243,adjective.noun.verb.name,678.75.4.3,678,19000979.0
wicked,678,449,adjective,678,678,6486222.0
magnificent,674,517,adjective.noun,674.1,674,5319310.0
noble,744,506,adjective.name.noun,673.62.10,673,12604679.0
recent,669,583,adjective,669,669,141765729.0
useful,669,565,adjective,668,668,58144584.0
armed,1164,807,adjective.verb,665.497,665,13866785.0
equal,682,535,adjective.verb,661.20,661,34832354.0
marine,718,284,adjective.noun,659.59,659,37143112.0
gross,779,602,adjective.verb.noun.name,659.80.24.17,659,16440590.0
standard,940,728,adjective.noun,655.284,655,147177212.0
temporary,665,533,adjective.noun,654.9,654,20652475.0
moral,689,526,adjective.noun.name,654.32.3,654,13643598.0
thick,713,564,adjective.adverb,653.60,653,14030556.0
blonde,710,451,adjective.noun,645.63,645,24231993.0
appropriate,657,577,adjective.verb,644.12,644,69671201.0
typical,642,503,adjective,641,641,20693008.0
remarkable,641,515,adjective,640,640,7042042.0
beloved,651,484,adjective.noun,639.11,639,4781714.0
marvelous,671,422,adjective.name,639.22,639,1725819.0
stable,673,488,adjective.noun,638.35,638,18225829.0
happier,637,533,adjective,637,637,1879427.0
highest,646,533,adjective.adverb,635.11,635,46234721.0
neat,635,506,adjective,633,633,4643885.0
musical,671,421,adjective.noun,630.39,630,46057216.0
fond,629,494,adjective.name,629.1,629,3331064.0
invisible,630,394,adjective.noun,628.1,628,6699963.0
separate,1107,915,adjective.verb,627.479,627,36138447.0
driving,3780,2264,verb.adjective.noun,3084.626.64,626,40033859.0
critical,625,480,adjective,625,625,46136062.0
tragic,624,509,adjective,625,625,3266929.0
thirsty,627,507,adjective,623,623,1073394.0
minor,654,531,adjective.noun.name,622.24.7,622,29782623.0
helpful,619,543,adjective,619,619,46208737.0
handy,623,464,adjective,619,619,7936655.0
permanent,619,517,adjective,618,618,29217998.0
loyal,612,467,adjective,615,615,4498834.0
upper,616,484,adjective.name.noun,609.3.1,609,38341510.0
purple,629,422,adjective.noun,608.19,608,15903838.0
orange,1138,684,adjective.noun.name,606.520.4,606,37316112.0
psychic,605,309,adjective,605,605,4352052.0
unfortunate,604,506,adjective,605,605,3388419.0
harder,1544,1173,adverb.adjective,939.604,604,8937729.0
calm,4541,2466,verb.noun.adjective.name,3271.659.603.2,603,7867353.0
worrying,827,688,adjective.verb,597.227,597,2077211.0
swell,1061,570,adjective.verb.noun,594.334.131,594,2213445.0
gray,1077,539,adjective.name.noun,593.402.26,593,21424658.0
burning,1561,1122,verb.adjective,967.593,593,15637551.0
undercover,598,330,adjective.adverb,592.6,592,1687786.0
average,849,590,adjective.noun.verb,591.238.18,591,102837602.0
bleeding,1516,1006,verb.adjective.adverb,777.591.149,591,5496166.0
lazy,591,445,adjective,590,590,5813872.0
splendid,595,415,adjective,590,590,2472698.0
southern,592,398,adjective,589,589,51536707.0
visual,586,412,adjective,585,585,49969150.0
active,584,464,adjective,584,584,84084764.0
superior,663,504,adjective.name.noun,582.52.29,582,19647999.0
talented,581,446,adjective,581,581,6268788.0
scientific,580,386,adjective,580,580,42415451.0
bottom,2546,1778,noun.adjective.verb.name,1924.579.40.2,579,45598411.0
absolute,577,491,adjective,578,578,16198563.0
loving,1275,946,verb.adjective,701.575,575,10172381.0
dull,616,468,adjective.verb,575.42,575,3211484.0
peaceful,573,467,adjective,572,572,6318477.0
mexican,624,405,adjective.noun.name,571.50.3,571,15347885.0
practical,577,454,adjective.noun.name,569.5.1,569,29138914.0
immediate,571,488,adjective.noun,569.1,569,24530419.0
creepy,568,445,adjective,567,567,1697316.0
helpless,568,438,adjective,566,566,1664525.0
daily,797,588,adjective.adverb.name.noun,563.134.99.1,563,105837757.0
unconscious,583,480,adjective.noun,561.20,561,2126950.0
secure,1241,842,verb.adjective,680.560,560,62287766.0
bitter,568,456,adjective.noun,560.9,560,4995265.0
brief,732,598,adjective.verb.noun.adverb,559.135.29.7,559,32599674.0
alert,1051,658,adjective.verb.noun,559.401.91,559,32472727.0
slim,605,253,adjective.verb,558.47,558,9707476.0
freezing,680,534,adjective.verb,557.123,557,3525702.0
extreme,558,450,adjective.noun,556.4,556,29694906.0
everyday,555,414,adjective,554,554,15820001.0
smarter,553,452,adjective,552,552,2669654.0
stubborn,554,437,adjective,552,552,1165445.0
united,2564,1158,name.adjective.verb,1864.551.148,551,299280163.0
creative,548,412,adjective,548,548,47737474.0
opposite,775,650,adjective.noun.preposition.adverb,547.152.47.27,547,11965213.0
eternal,547,399,adjective,547,547,7051757.0
confident,543,461,adjective,543,543,7537438.0
homeless,543,329,adjective,543,543,6218611.0
paranoid,543,402,adjective,543,543,1642722.0
square,1620,1072,noun.adjective.verb.adverb.name,805.542.167.102.3,542,44784448.0
lame,557,439,adjective.verb,542.16,542,3015528.0
assistant,1643,977,noun.adjective.name,1095.541.2,541,34719060.0
flat,1337,913,noun.adjective.adverb.name,658.539.139.2,539,46688059.0
effective,536,475,adjective,537,537,75960822.0
running,8054,4268,verb.noun.adjective,6632.878.537,537,72879426.0
vice,950,505,adjective.noun.adverb.name.preposition,537.220.72.70.48,537,32220446.0
spare,1573,1186,verb.adjective.noun,1021.537.12,537,10009522.0
faster,2233,1391,adverb.adjective,1686.533,533,31541236.0
favourite,745,465,adjective.noun,532.214,532,24206461.0
up,187170,8345,adverb.preposition.verb.adjective.noun,172938.12815.641.531.12,531,829969374.0
wounded,992,594,adjective.verb,531.463,531,4725318.0
enormous,526,424,adjective,526,526,6863738.0
adorable,537,436,adjective.name,526.6,526,2592855.0
divine,594,372,adjective.noun.verb.name,524.38.27.2,524,9413498.0
unable,523,436,adjective,523,523,20295595.0
corporate,521,335,adjective,522,522,84697675.0
intense,520,427,adjective,522,522,8202396.0
naughty,523,385,adjective,521,521,6845743.0
alien,889,319,adjective.noun,520.366,520,10490554.0
raw,519,438,adjective,519,519,25014172.0
annoying,567,454,adjective.verb,519.46,519,5548132.0
satisfied,791,640,adjective.verb,518.275,518,14589394.0
western,679,466,adjective.name,517.159,517,79255339.0
obsessed,526,407,adjective.verb,517.9,517,1895576.0
delighted,660,504,adjective.verb,514.145,514,3812221.0
multiple,540,409,adjective.noun,512.27,512,66171358.0
classic,824,662,adjective.noun.name,509.313.1,509,59957722.0
massive,508,410,adjective,508,508,19454740.0
slight,519,455,adjective.noun.verb,508.8.1,508,7664301.0
inner,507,382,adjective,505,505,17552078.0
unfair,502,411,adjective,503,503,4575832.0
potential,960,748,adjective.noun,502.458,502,65835469.0
internal,502,382,adjective,502,502,52515245.0
deadly,504,407,adjective.adverb,502.1,502,5740299.0
stolen,1750,1072,verb.adjective,1247.501,501,7341424.0
blond,533,373,adjective.noun.name,500.32.1,500,5155053.0
dramatic,499,398,adjective,499,499,8612079.0
korean,506,251,adjective.noun,497.9,497,15184402.0
bald,496,334,adjective,496,496,5944017.0
working,12775,5370,verb.adjective.noun,12255.495.23,495,147675944.0
absurd,495,397,adjective,494,494,2148981.0
rubber,714,468,adjective.noun,492.221,492,17684157.0
constant,506,442,adjective.noun.name,491.15.1,491,22910883.0
convinced,1061,849,verb.adjective,576.486,486,5987616.0
delicate,485,409,adjective,484,484,3962661.0
previous,484,432,adjective,481,481,201692678.0
severe,480,413,adjective,480,480,18137877.0
oldest,478,425,adjective,478,478,15717579.0
glorious,474,378,adjective,473,473,3743383.0
humble,500,374,adjective.verb,473.25,473,3693501.0
worthless,473,384,adjective,473,473,1499925.0
catholic,636,336,adjective.noun,472.163,472,20578959.0
pissed,1300,921,verb.adjective,828.472,472,2266238.0
worthy,527,416,adjective.noun,469.57,469,6907063.0
earlier,2010,1584,adverb.adjective,1543.467,467,34079706.0
delightful,469,377,adjective,467,467,3495221.0
independent,477,373,adjective.noun.name,466.7.4,466,64169624.0
faithful,465,353,adjective,465,465,4777949.0
magical,464,341,adjective,464,464,5834922.0
ultimate,460,364,adjective,461,461,29825206.0
outer,463,315,adjective.name,459.3,459,11245167.0
stiff,523,449,adjective.noun.adverb.name,459.33.26.2,459,3492842.0
various,456,386,adjective,456,456,91156139.0
random,522,384,adjective.adverb.name.noun,456.51.9.4,456,44038489.0
hostile,456,319,adjective,456,456,3684268.0
hopeless,456,364,adjective,455,455,1315103.0
spiritual,453,318,adjective,453,453,19850597.0
nuts,2729,1712,noun.adjective.verb.name,2255.452.17.1,452,9053763.0
amusing,469,356,adjective.verb,448.22,448,2419640.0
unexpected,448,391,adjective,446,446,6891123.0
almighty,446,327,adjective,446,446,1780004.0
loud,2031,1506,adverb.adjective,1586.445,445,8653692.0
supreme,447,292,adjective,443,443,22106270.0
vicious,438,360,adjective,442,442,2331876.0
chemical,579,381,adjective.noun,441.135,441,39891285.0
fried,518,403,adjective.verb,441.76,441,4364192.0
harmless,441,370,adjective,441,441,2774838.0
distant,439,349,adjective,440,440,5843044.0
electrical,440,314,adjective,439,439,34176498.0
frozen,782,555,adjective.verb,438.342,438,9165551.0
blank,495,390,adjective.noun.adverb.verb,437.23.19.17,437,18150537.0
vulnerable,437,387,adjective,437,437,7731173.0
petty,438,362,adjective,437,437,3195594.0
convenient,436,390,adjective,436,436,12801318.0
sleepy,437,351,adjective,436,436,2303460.0
tremendous,431,342,adjective,432,432,6136813.0
anonymous,429,323,adjective,429,429,32563033.0
blessed,704,477,adjective.verb,429.275,429,6405474.0
dizzy,430,357,adjective,429,429,1424316.0
hon,837,478,adjective,428,428,9569133.0
darn,709,527,adjective.interjection.verb,427.200.79,427,1634807.0
serial,577,355,adjective.noun,424.152,424,26488381.0
formal,424,360,adjective,424,424,22274656.0
comic,552,302,adjective.noun,423.129,423,16695850.0
sleeping,3027,2041,verb.adjective.noun,2182.423.418,423,11840656.0
technical,420,324,adjective,422,422,102792861.0
louder,515,377,adjective.adverb,421.92,421,1396143.0
stuck,3399,2312,verb.adjective,2978.420,420,9120620.0
fortunate,419,354,adjective,419,419,3135403.0
larger,418,352,adjective,418,418,61265757.0
genuine,418,349,adjective,417,417,13191602.0
traditional,415,346,adjective,415,415,47847595.0
allergic,413,306,adjective,413,413,2913453.0
sober,515,376,adjective.verb,413.99,413,1672710.0
eastern,414,321,adjective,412,412,38506956.0
phony,421,322,adjective.noun,412.9,412,765758.0
native,421,306,adjective.noun,411.10,411,35160636.0
confusing,502,425,adjective.verb,410.92,410,4385868.0
dreadful,408,314,adjective,409,409,1240347.0
pale,409,333,adjective.verb,408.1,408,5622699.0
mass,880,620,adjective.noun.name.verb,407.402.59.2,407,40364941.0
horny,428,315,adjective.name,407.18,407,12363955.0
surgical,409,235,adjective,407,407,9811901.0
known,6300,3732,verb.adjective.noun,5886.405.9,405,86395556.0
aggressive,405,323,adjective,405,405,7345918.0
tense,522,386,adjective.verb.noun,404.107.11,404,2320926.0
largest,402,328,adjective,403,403,45314848.0
tricky,406,316,adjective,401,401,2350431.0
rolling,1099,753,verb.adjective.noun.name,686.400.10.2,400,15086116.0
tender,453,380,adjective.verb.noun,399.32.20,399,8921535.0
shiny,398,328,adjective,399,399,3192674.0
accurate,400,344,adjective,398,398,25144477.0
thoughtful,398,343,adjective,398,398,2762623.0
exclusive,398,317,adjective,397,397,29069478.0
vital,396,354,adjective,396,396,14166642.0
sunny,391,291,adjective,390,390,9497382.0
closed,2758,1862,verb.adjective,2364.387,387,41782645.0
following,2310,1667,verb.adjective.preposition.noun.adverb.name,1831.386.41.41.9.1,386,220709925.0
peculiar,385,297,adjective,386,386,2485776.0
genetic,385,261,adjective,385,385,16036749.0
legitimate,384,304,adjective.verb,383.1,383,6928802.0
bare,425,354,adjective.verb,382.43,382,8546200.0
nicer,382,346,adjective,381,381,1239249.0
greek,578,332,adjective.noun.verb,380.196.1,380,25059132.0
foul,738,468,adjective.noun.verb,380.204.154,380,5268620.0
outstanding,380,293,adjective,379,379,21578895.0
communist,386,147,adjective.noun,378.8,378,5278277.0
brutal,375,312,adjective,376,376,5675803.0
wealthy,376,318,adjective,376,376,3345627.0
bold,385,323,adjective.name,375.10,375,18244416.0
logical,377,308,adjective.noun,375.2,375,10970564.0
casual,373,279,adjective,373,373,13932521.0
bizarre,372,319,adjective,373,373,7965108.0
mere,401,336,adjective.name.noun,373.7.1,373,7312247.0
leading,1064,823,verb.adjective,693.371,371,56201501.0
sandy,1186,284,name.adjective,813.371,371,9897487.0
divorced,821,586,verb.adjective,452.370,370,2454344.0
liable,369,296,adjective,369,369,12126852.0
mutual,368,320,adjective,368,368,15870882.0
damned,898,639,verb.adjective.adverb,405.367.125,367,2566720.0
risky,393,333,adjective.name,367.26,367,2412508.0
gracious,365,279,adjective,365,365,1580782.0
annual,367,314,adjective.noun,364.3,364,85043687.0
wooden,367,276,adjective,364,364,13564576.0
firm,1799,966,noun.adjective.verb,1434.363.3,363,44244364.0
fatal,362,310,adjective,362,362,6779744.0
hysterical,362,304,adjective,362,362,720682.0
northern,362,273,adjective,361,361,53876176.0
frank,8129,1303,name.adjective.verb.noun,7744.361.3.2,361,31392284.0
harsh,362,314,adjective,361,361,4087715.0
primary,444,324,adjective.noun,360.85,360,65139325.0
dearest,362,272,adjective,360,360,842074.0
strict,358,318,adjective,358,358,8256471.0
sentimental,359,287,adjective,357,357,1113911.0
subtle,354,302,adjective,355,355,5175269.0
back,102467,8273,adverb.noun.verb.adjective.preposition.name,77642.21861.2424.354.72.2,354,488024109.0
teenage,350,273,adjective,354,354,12488595.0
closest,457,420,adjective.adverb,352.105,352,7011109.0
soviet,360,125,adjective.noun,351.9,351,9095147.0
messy,350,300,adjective,350,350,2833021.0
electronic,350,243,adjective,349,349,76707502.0
automatic,356,274,adjective.noun,349.7,349,28551016.0
eager,350,307,adjective,348,348,4175668.0
conscious,347,273,adjective,347,347,6037028.0
mortal,488,300,adjective.noun,347.139,347,2886162.0
advanced,451,359,adjective.verb,346.105,346,173422161.0
complex,669,497,adjective.noun,346.322,346,46865979.0
